building_tag,longitude,latitude,day,hour,students_number
MANDE,32.877866,-117.239432,Th,09,62
SEQUO,32.882173,-117.240561,Th,16,67
OTRSN,32.88662,-117.241109,M,19,69
WLH,32.880558,-117.234319,W,17,47
CSB,32.880547,-117.239444,Th,19,47
APM,32.879039,-117.241028,W,11,112
YORK,32.874554,-117.240005,M,17,183
PCYNH,32.878422,-117.233767,Tu,15,39
PCYNH,32.878422,-117.233767,M,17,41
HSS,32.878391,-117.241665,F,11,122
PETER,32.880013,-117.240351,W,10,160
BONN,32.875415,-117.240332,Th,12,0
WLH,32.880558,-117.234319,M,11,149
EBU3B,32.881835,-117.233523,W,12,27
SPIES,32.869081,-117.251015,Th,13,36
NSB,32.875274,-117.242808,M,11,0
HSS,32.878391,-117.241665,Th,15,183
RBC,32.884341,-117.240977,M,12,15
NSB,32.875274,-117.242808,M,09,0
CSB,32.880547,-117.239444,M,16,22
SPIES,32.869081,-117.251015,Tu,12,36
APM,32.879039,-117.241028,M,14,70
OTRSN,32.88662,-117.241109,M,11,15
MANDE,32.877866,-117.239432,W,16,136
WFH,32.886956,-117.241839,Tu,13,35
CENTR,32.877773,-117.237262,Tu,12,702
PCYNH,32.878422,-117.233767,W,19,41
GH,32.873717,-117.240975,Tu,16,89
BONN,32.875415,-117.240332,W,11,0
OTRSN,32.88662,-117.241109,Tu,12,107
APM,32.879039,-117.241028,Th,09,78
HSS,32.878391,-117.241665,Tu,16,143
MANDE,32.877866,-117.239432,Th,17,30
OTRSN,32.88662,-117.241109,M,09,69
SME,32.87989,-117.233139,W,10,56
OTRSN,32.88662,-117.241109,W,11,15
SEQUO,32.882173,-117.240561,M,08,0
YORK,32.874554,-117.240005,Tu,19,145
PETER,32.880013,-117.240351,Th,15,226
CENTR,32.877773,-117.237262,M,10,330
SEQUO,32.882173,-117.240561,Tu,14,67
HSS,32.878391,-117.241665,M,15,129
YORK,32.874554,-117.240005,M,08,54
PETER,32.880013,-117.240351,F,12,111
YORK,32.874554,-117.240005,W,12,35
MANDE,32.877866,-117.239432,Th,16,49
APM,32.879039,-117.241028,W,12,92
MANDE,32.877866,-117.239432,Tu,13,209
CENTR,32.877773,-117.237262,M,18,595
MANDE,32.877866,-117.239432,Tu,12,178
APM,32.879039,-117.241028,W,09,24
YORK,32.874554,-117.240005,Tu,09,83
HSS,32.878391,-117.241665,W,13,143
GH,32.873717,-117.240975,M,14,70
YORK,32.874554,-117.240005,Tu,11,42
APM,32.879039,-117.241028,F,12,109
APM,32.879039,-117.241028,Tu,15,108
WLH,32.880558,-117.234319,M,18,21
YORK,32.874554,-117.240005,Th,10,49
WLH,32.880558,-117.234319,Th,14,304
NSB,32.875274,-117.242808,Th,11,0
CENTR,32.877773,-117.237262,Th,11,644
YORK,32.874554,-117.240005,Th,09,83
MANDE,32.877866,-117.239432,M,10,52
MANDE,32.877866,-117.239432,Th,10,97
MCGIL,32.879049,-117.242043,Th,14,29
CENTR,32.877773,-117.237262,Th,09,460
PCYNH,32.878422,-117.233767,M,20,41
MCGIL,32.879049,-117.242043,Tu,15,29
APM,32.879039,-117.241028,Th,12,99
WLH,32.880558,-117.234319,M,15,196
WFH,32.886956,-117.241839,Th,12,35
WLH,32.880558,-117.234319,W,18,21
SOLIS,32.880931,-117.239798,W,13,33
SME,32.87989,-117.233139,Tu,14,21
OTRSN,32.88662,-117.241109,W,13,15
PCYNH,32.878422,-117.233767,Th,14,18
CSB,32.880547,-117.239444,W,13,78
YORK,32.874554,-117.240005,Th,18,179
SEQUO,32.882173,-117.240561,M,13,19
CENTR,32.877773,-117.237262,Th,19,77
CENTR,32.877773,-117.237262,W,16,514
SME,32.87989,-117.233139,M,10,56
WLH,32.880558,-117.234319,Tu,15,342
MANDE,32.877866,-117.239432,Th,13,187
PETER,32.880013,-117.240351,Tu,16,117
SOLIS,32.880931,-117.239798,M,14,71
SEQUO,32.882173,-117.240561,Th,17,78
EBU3B,32.881835,-117.233523,M,14,17
OTRSN,32.88662,-117.241109,M,18,69
WLH,32.880558,-117.234319,W,10,135
YORK,32.874554,-117.240005,M,16,48
HSS,32.878391,-117.241665,Tu,08,34
PCYNH,32.878422,-117.233767,Tu,16,39
BONN,32.875415,-117.240332,Tu,14,0
SME,32.87989,-117.233139,M,12,45
HSS,32.878391,-117.241665,W,09,123
APM,32.879039,-117.241028,F,19,20
NSB,32.875274,-117.242808,M,12,0
HSS,32.878391,-117.241665,Th,14,153
CENTR,32.877773,-117.237262,M,17,551
SPIES,32.869081,-117.251015,Tu,13,36
APM,32.879039,-117.241028,M,17,29
OTRSN,32.88662,-117.241109,M,10,69
APM,32.879039,-117.241028,Tu,16,31
PETER,32.880013,-117.240351,W,15,109
CENTR,32.877773,-117.237262,Tu,13,575
PCYNH,32.878422,-117.233767,W,18,41
CSB,32.880547,-117.239444,W,12,78
GH,32.873717,-117.240975,Tu,09,51
PETER,32.880013,-117.240351,M,11,384
OTRSN,32.88662,-117.241109,Tu,13,107
APM,32.879039,-117.241028,W,19,20
HSS,32.878391,-117.241665,Tu,17,0
SME,32.87989,-117.233139,W,11,56
GH,32.873717,-117.240975,Th,11,51
OTRSN,32.88662,-117.241109,W,10,69
PETER,32.880013,-117.240351,M,17,50
SOLIS,32.880931,-117.239798,W,12,33
PETER,32.880013,-117.240351,Th,14,226
MCGIL,32.879049,-117.242043,W,13,21
SEQUO,32.882173,-117.240561,Tu,13,55
HSS,32.878391,-117.241665,M,14,129
YORK,32.874554,-117.240005,M,09,103
PETER,32.880013,-117.240351,F,13,111
YORK,32.874554,-117.240005,W,15,196
CSB,32.880547,-117.239444,Tu,17,47
SOLIS,32.880931,-117.239798,M,10,55
PETER,32.880013,-117.240351,M,19,103
BONN,32.875415,-117.240332,F,14,0
CSB,32.880547,-117.239444,Th,12,90
OTRSN,32.88662,-117.241109,Th,13,107
SOLIS,32.880931,-117.239798,W,16,65
SOLIS,32.880931,-117.239798,M,09,55
GH,32.873717,-117.240975,Th,19,19
YORK,32.874554,-117.240005,Tu,08,34
HSS,32.878391,-117.241665,W,12,281
NSB,32.875274,-117.242808,Th,09,0
GH,32.873717,-117.240975,M,17,20
YORK,32.874554,-117.240005,Tu,16,11
YORK,32.874554,-117.240005,F,14,0
PCYNH,32.878422,-117.233767,Th,13,75
YORK,32.874554,-117.240005,Th,13,82
WLH,32.880558,-117.234319,Th,15,342
CENTR,32.877773,-117.237262,Th,10,474
MANDE,32.877866,-117.239432,M,11,66
PETER,32.880013,-117.240351,W,08,34
HSS,32.878391,-117.241665,W,19,25
YORK,32.874554,-117.240005,F,09,0
MCGIL,32.879049,-117.242043,Tu,12,21
APM,32.879039,-117.241028,Th,11,117
SOLIS,32.880931,-117.239798,Th,08,55
SEQUO,32.882173,-117.240561,Th,10,34
RBC,32.884341,-117.240977,M,11,15
PCYNH,32.878422,-117.233767,W,20,41
CENTR,32.877773,-117.237262,F,09,227
WLH,32.880558,-117.234319,Th,09,45
CENTR,32.877773,-117.237262,M,08,208
PCYNH,32.878422,-117.233767,M,11,99
YORK,32.874554,-117.240005,W,08,54
YORK,32.874554,-117.240005,F,10,0
SEQUO,32.882173,-117.240561,M,10,0
CENTR,32.877773,-117.237262,Th,18,145
CENTR,32.877773,-117.237262,W,11,661
WLH,32.880558,-117.234319,M,10,102
EBU3B,32.881835,-117.233523,W,14,17
WLH,32.880558,-117.234319,Tu,14,304
PETER,32.880013,-117.240351,F,09,126
HSS,32.878391,-117.241665,F,09,127
SEQUO,32.882173,-117.240561,Th,18,37
EBU3B,32.881835,-117.233523,M,15,17
WLH,32.880558,-117.234319,W,11,149
WFH,32.886956,-117.241839,Tu,10,52
YORK,32.874554,-117.240005,M,15,196
GH,32.873717,-117.240975,Tu,15,89
GH,32.873717,-117.240975,Tu,14,89
PCYNH,32.878422,-117.233767,W,11,99
BONN,32.875415,-117.240332,Th,14,0
CENTR,32.877773,-117.237262,W,19,595
APM,32.879039,-117.241028,F,10,48
OTRSN,32.88662,-117.241109,W,17,69
HSS,32.878391,-117.241665,Th,17,0
MYR-A,32.875268,-117.240194,Th,08,16
CENTR,32.877773,-117.237262,M,16,514
APM,32.879039,-117.241028,M,16,29
OTRSN,32.88662,-117.241109,M,13,15
MANDE,32.877866,-117.239432,W,10,148
APM,32.879039,-117.241028,Tu,17,74
PETER,32.880013,-117.240351,F,14,109
CENTR,32.877773,-117.237262,Tu,10,489
MANDE,32.877866,-117.239432,Th,18,69
BONN,32.875415,-117.240332,W,13,0
PETER,32.880013,-117.240351,M,10,160
APM,32.879039,-117.241028,W,18,30
HSS,32.878391,-117.241665,Tu,14,153
HSS,32.878391,-117.241665,Th,08,34
CSB,32.880547,-117.239444,Th,13,90
HSS,32.878391,-117.241665,W,18,25
GH,32.873717,-117.240975,Th,10,51
PETER,32.880013,-117.240351,W,20,53
HSS,32.878391,-117.241665,W,15,129
PETER,32.880013,-117.240351,Th,13,287
MCGIL,32.879049,-117.242043,W,12,21
SEQUO,32.882173,-117.240561,Tu,12,55
WLH,32.880558,-117.234319,M,16,149
CENTR,32.877773,-117.237262,Tu,18,77
YORK,32.874554,-117.240005,W,14,196
PCYNH,32.878422,-117.233767,W,17,41
CENTR,32.877773,-117.237262,M,12,710
CENTR,32.877773,-117.237262,M,20,135
PETER,32.880013,-117.240351,M,18,103
APM,32.879039,-117.241028,W,10,48
MANDE,32.877866,-117.239432,Tu,11,142
OTRSN,32.88662,-117.241109,Th,12,107
APM,32.879039,-117.241028,Th,18,35
HSS,32.878391,-117.241665,M,11,281
SOLIS,32.880931,-117.239798,Tu,10,55
GH,32.873717,-117.240975,Th,18,19
NSB,32.875274,-117.242808,Tu,12,0
YORK,32.874554,-117.240005,Tu,17,214
PETER,32.880013,-117.240351,W,14,109
PCYNH,32.878422,-117.233767,Th,12,75
PCYNH,32.878422,-117.233767,Th,08,30
NSB,32.875274,-117.242808,Tu,09,0
MCGIL,32.879049,-117.242043,Th,13,21
YORK,32.874554,-117.240005,Th,12,42
WLH,32.880558,-117.234319,Th,16,392
CENTR,32.877773,-117.237262,Th,13,575
MYR-A,32.875268,-117.240194,Tu,10,16
MANDE,32.877866,-117.239432,M,16,136
WLH,32.880558,-117.234319,Tu,13,296
PETER,32.880013,-117.240351,W,09,160
MANDE,32.877866,-117.239432,Tu,19,108
CSB,32.880547,-117.239444,Tu,12,90
MCGIL,32.879049,-117.242043,Tu,13,21
APM,32.879039,-117.241028,Th,10,109
OTRSN,32.88662,-117.241109,Tu,09,35
SOLIS,32.880931,-117.239798,Th,09,55
PETER,32.880013,-117.240351,Tu,10,56
MAYER,32.875322,-117.24019,Th,13,43
SEQUO,32.882173,-117.240561,Th,11,55
EBU3B,32.881835,-117.233523,M,12,27
NSB,32.875274,-117.242808,W,09,0
CENTR,32.877773,-117.237262,F,08,92
WLH,32.880558,-117.234319,Th,08,24
CENTR,32.877773,-117.237262,M,09,452
PCYNH,32.878422,-117.233767,M,10,45
BONN,32.875415,-117.240332,Tu,12,0
YORK,32.874554,-117.240005,W,09,103
CSB,32.880547,-117.239444,F,10,25
SEQUO,32.882173,-117.240561,M,11,19
CENTR,32.877773,-117.237262,W,10,388
HSS,32.878391,-117.241665,M,08,29
SSB,32.883965,-117.240439,Th,09,29
SME,32.87989,-117.233139,Th,14,21
EBU3B,32.881835,-117.233523,W,15,17
APM,32.879039,-117.241028,F,18,30
PETER,32.880013,-117.240351,Th,08,56
APM,32.879039,-117.241028,W,16,95
MANDE,32.877866,-117.239432,Tu,17,30
OTRSN,32.88662,-117.241109,Th,08,35
MYR-A,32.875268,-117.240194,Tu,08,16
SEQUO,32.882173,-117.240561,Th,19,37
APM,32.879039,-117.241028,M,11,52
WLH,32.880558,-117.234319,W,12,198
YORK,32.874554,-117.240005,M,14,196
PCYNH,32.878422,-117.233767,Tu,10,109
OTRSN,32.88662,-117.241109,W,09,69
PCYNH,32.878422,-117.233767,M,18,41
HSS,32.878391,-117.241665,F,14,61
CENTR,32.877773,-117.237262,W,18,595
APM,32.879039,-117.241028,F,11,79
MAYER,32.875322,-117.24019,Tu,10,69
MYR-A,32.875268,-117.240194,Th,13,21
PETER,32.880013,-117.240351,F,15,109
MAYER,32.875322,-117.24019,Tu,09,20
SOLIS,32.880931,-117.239798,F,14,71
HSS,32.878391,-117.241665,Th,16,183
GH,32.873717,-117.240975,M,19,20
SEQUO,32.882173,-117.240561,W,17,37
MYR-A,32.875268,-117.240194,Th,09,16
CENTR,32.877773,-117.237262,M,15,595
OTRSN,32.88662,-117.241109,M,12,15
SEQUO,32.882173,-117.240561,Tu,19,37
MANDE,32.877866,-117.239432,W,11,162
APM,32.879039,-117.241028,Tu,10,73
CSB,32.880547,-117.239444,Tu,19,47
CSB,32.880547,-117.239444,M,10,75
CENTR,32.877773,-117.237262,Tu,11,644
APM,32.879039,-117.241028,Tu,09,59
MANDE,32.877866,-117.239432,Th,19,69
BONN,32.875415,-117.240332,W,12,0
CSB,32.880547,-117.239444,W,10,75
PETER,32.880013,-117.240351,M,13,485
MCGIL,32.879049,-117.242043,M,13,21
HSS,32.878391,-117.241665,Tu,15,143
CENTR,32.877773,-117.237262,F,12,265
HSS,32.878391,-117.241665,Th,09,175
RBC,32.884341,-117.240977,W,11,15
MYR-A,32.875268,-117.240194,Tu,11,21
GH,32.873717,-117.240975,Th,17,19
HSS,32.878391,-117.241665,W,14,129
CSB,32.880547,-117.239444,F,09,25
PETER,32.880013,-117.240351,Th,12,323
SEQUO,32.882173,-117.240561,Tu,11,55
HSS,32.878391,-117.241665,M,12,281
APM,32.879039,-117.241028,Tu,18,35
CENTR,32.877773,-117.237262,Tu,19,77
YORK,32.874554,-117.240005,W,17,183
MANDE,32.877866,-117.239432,Th,11,94
BONN,32.875415,-117.240332,F,12,0
MANDE,32.877866,-117.239432,Tu,10,145
MYR-A,32.875268,-117.240194,Tu,09,16
OTRSN,32.88662,-117.241109,Th,11,107
SME,32.87989,-117.233139,Th,13,21
SOLIS,32.880931,-117.239798,W,10,55
SME,32.87989,-117.233139,W,13,45
YORK,32.874554,-117.240005,Tu,14,201
PETER,32.880013,-117.240351,W,13,485
PCYNH,32.878422,-117.233767,Th,11,45
PCYNH,32.878422,-117.233767,Th,09,81
MCGIL,32.879049,-117.242043,Th,12,21
SME,32.87989,-117.233139,M,11,56
YORK,32.874554,-117.240005,Th,15,159
WLH,32.880558,-117.234319,Th,17,176
CENTR,32.877773,-117.237262,Th,12,702
WLH,32.880558,-117.234319,M,13,167
WLH,32.880558,-117.234319,Tu,12,294
OTRSN,32.88662,-117.241109,W,19,69
MANDE,32.877866,-117.239432,Tu,18,108
APM,32.879039,-117.241028,Th,17,74
OTRSN,32.88662,-117.241109,Tu,08,35
GH,32.873717,-117.240975,W,19,20
PETER,32.880013,-117.240351,Tu,11,212
MAYER,32.875322,-117.24019,Th,12,66
SEQUO,32.882173,-117.240561,Th,12,55
EBU3B,32.881835,-117.233523,M,13,27
GH,32.873717,-117.240975,W,14,70
WFH,32.886956,-117.241839,Tu,11,35
YORK,32.874554,-117.240005,M,13,104
PCYNH,32.878422,-117.233767,M,19,41
PCYNH,32.878422,-117.233767,M,13,129
BONN,32.875415,-117.240332,Tu,13,0
MANDE,32.877866,-117.239432,Th,15,74
CSB,32.880547,-117.239444,F,11,25
CENTR,32.877773,-117.237262,W,13,465
HSS,32.878391,-117.241665,M,09,170
SEQUO,32.882173,-117.240561,Tu,08,10
SME,32.87989,-117.233139,M,13,45
EBU3B,32.881835,-117.233523,W,16,17
WFH,32.886956,-117.241839,W,18,76
PETER,32.880013,-117.240351,Th,09,56
OTRSN,32.88662,-117.241109,Th,09,35
HSS,32.878391,-117.241665,Th,19,49
SEQUO,32.882173,-117.240561,W,10,0
SEQUO,32.882173,-117.240561,W,09,0
APM,32.879039,-117.241028,M,10,19
WLH,32.880558,-117.234319,W,13,167
CSB,32.880547,-117.239444,Tu,09,56
CENTR,32.877773,-117.237262,Tu,16,314
WFH,32.886956,-117.241839,M,17,76
PCYNH,32.878422,-117.233767,Tu,11,45
RBC,32.884341,-117.240977,W,12,15
HSS,32.878391,-117.241665,F,15,61
GH,32.873717,-117.240975,M,15,70
HSS,32.878391,-117.241665,Tu,11,188
MYR-A,32.875268,-117.240194,Th,12,21
SME,32.87989,-117.233139,W,14,45
MAYER,32.875322,-117.24019,Tu,11,72
WLH,32.880558,-117.234319,Tu,08,24
