building_tag,longitude,latitude,day,hour,students_number
CPMC,32.877962,-117.234429,M,12,47
MCGIL,32.879049,-117.242043,M,10,48
CENTR,32.877773,-117.237262,W,08,950
EBU2,32.881243,-117.233615,F,13,39
EBU3B,32.881835,-117.233523,Tu,19,15
VAF,32.87918,-117.234138,Th,11,24
SOLIS,32.880931,-117.239798,M,17,214
CICC,32.885032,-117.241292,Tu,09,133
WFH,32.886956,-117.241839,W,17,102
EBU1,32.881659,-117.235623,Tu,17,67
NIERN,32.868487,-117.251196,Tu,10,31
HUBBS,32.867457,-117.253423,W,10,78
MCGIL,32.879049,-117.242043,Tu,17,26
TM102,32.881485,-117.23968,M,15,20
CPMC,32.877962,-117.234429,Tu,19,22
SPIES,32.869081,-117.251015,W,14,2
ECKRT,32.86716,-117.252589,Tu,12,65
YORK,32.874554,-117.240005,M,18,185
PETER,32.880013,-117.240351,W,10,564
PCYNH,32.878422,-117.233767,Th,16,556
ECON,32.875323,-117.2355,M,12,13
CENTR,32.877773,-117.237262,W,14,1158
WLH,32.880558,-117.234319,M,09,682
WLH,32.880558,-117.234319,Tu,17,948
IGPP,32.868349,-117.252952,Tu,10,5
SPIES,32.869081,-117.251015,W,09,5
EBU1,32.881659,-117.235623,Th,10,23
EBU2,32.881243,-117.233615,W,19,29
SME,32.87989,-117.233139,F,12,59
MCC,32.88156,-117.24028,W,10,55
LEDDN,32.878867,-117.241695,Th,16,131
EBU3B,32.881835,-117.233523,M,16,30
SSB,32.883965,-117.240439,W,10,63
CSB,32.880547,-117.239444,F,14,177
RBC,32.884341,-117.240977,Tu,15,142
LFFB,32.876682,-117.236868,Tu,18,7
SOLIS,32.880931,-117.239798,Tu,14,370
NSB,32.875274,-117.242808,F,15,32
WLH,32.880558,-117.234319,F,16,849
GH,32.873717,-117.240975,F,11,372
LIT,32.880495,-117.23385,F,14,14
CENTR,32.877773,-117.237262,M,19,955
SSB,32.883965,-117.240439,W,09,56
APM,32.879039,-117.241028,Tu,14,236
ECON,32.875323,-117.2355,W,15,20
SSB,32.883965,-117.240439,W,12,53
MCC,32.88156,-117.24028,F,13,10
PACIF,32.87603,-117.242393,W,16,30
OTRSN,32.88662,-117.241109,Tu,11,87
GH,32.873717,-117.240975,Th,21,5
EBU3B,32.881835,-117.233523,Th,17,21
TM102,32.881485,-117.23968,Th,10,32
ECKRT,32.86716,-117.252589,F,14,30
OTRSN,32.88662,-117.241109,W,09,117
ECON,32.875323,-117.2355,Tu,12,6
HUBBS,32.867457,-117.253423,Th,14,26
GH,32.873717,-117.240975,Th,13,179
EBU3B,32.881835,-117.233523,F,14,20
MANDE,32.877866,-117.239432,Tu,15,283
MAYER,32.875322,-117.24019,F,13,0
YORK,32.874554,-117.240005,Tu,18,310
ERCA,32.886146,-117.242029,Tu,09,6
SEQUO,32.882173,-117.240561,Tu,15,82
NSB,32.875274,-117.242808,Th,18,7
PETER,32.880013,-117.240351,F,11,746
SME,32.87989,-117.233139,W,11,123
UREY,32.875569,-117.241055,F,15,12
MCC,32.88156,-117.24028,W,09,55
ASANT,32.884082,-117.241912,F,14,45
MAYER,32.875322,-117.24019,M,11,0
NIERN,32.868487,-117.251196,W,18,40
MAYER,32.875322,-117.24019,W,14,22
GH,32.873717,-117.240975,Th,11,352
MET,32.875344,-117.234821,Th,13,10
MYR-A,32.875268,-117.240194,M,10,10
NSB,32.875274,-117.242808,Tu,11,76
RBC,32.884341,-117.240977,F,11,62
MCC,32.88156,-117.24028,W,15,80
MANDE,32.877866,-117.239432,M,08,14
YORK,32.874554,-117.240005,Th,11,537
MYR-A,32.875268,-117.240194,Tu,13,61
YORK,32.874554,-117.240005,Th,08,340
MANDE,32.877866,-117.239432,M,13,384
HSS,32.878391,-117.241665,W,20,83
SEQUO,32.882173,-117.240561,F,18,0
CENTR,32.877773,-117.237262,Th,08,621
APM,32.879039,-117.241028,Th,13,198
EBU2,32.881243,-117.233615,M,14,65
VAF,32.87918,-117.234138,Tu,09,24
SOLIS,32.880931,-117.239798,W,14,425
SME,32.87989,-117.233139,Tu,15,27
MCC,32.88156,-117.24028,Th,15,10
EBU3B,32.881835,-117.233523,Tu,10,68
MNDLR,32.879312,-117.242139,Tu,13,5
LEDDN,32.878867,-117.241695,W,16,190
SOLIS,32.880931,-117.239798,Tu,21,33
WLH,32.880558,-117.234319,Th,13,590
SEQUO,32.882173,-117.240561,M,12,54
CPMC,32.877962,-117.234429,W,10,91
WLH,32.880558,-117.234319,M,11,880
LIT,32.880495,-117.23385,Tu,14,61
CMME,32.875561,-117.235448,Tu,08,21
PETER,32.880013,-117.240351,Tu,15,694
MYR-A,32.875268,-117.240194,W,13,32
CPMC,32.877962,-117.234429,M,09,28
SEQUO,32.882173,-117.240561,Th,16,65
SERF,32.879664,-117.235105,F,12,3
WLH,32.880558,-117.234319,W,17,663
TMCA,32.881417,-117.241052,Th,16,5
YORK,32.874554,-117.240005,M,17,215
WFH,32.886956,-117.241839,M,13,60
PCYNH,32.878422,-117.233767,Tu,15,610
BONN,32.875415,-117.240332,Th,12,0
SME,32.87989,-117.233139,M,17,41
SME,32.87989,-117.233139,W,18,31
PCYNH,32.878422,-117.233767,F,15,525
NSB,32.875274,-117.242808,M,11,39
EBU2,32.881243,-117.233615,W,12,98
SSB,32.883965,-117.240439,Tu,19,14
MCC,32.88156,-117.24028,M,16,42
ASANT,32.884082,-117.241912,M,16,62
LEDDN,32.878867,-117.241695,M,09,151
RBC,32.884341,-117.240977,M,19,34
ECKRT,32.86716,-117.252589,M,10,0
APM,32.879039,-117.241028,M,14,99
OTRSN,32.88662,-117.241109,M,11,78
CENTR,32.877773,-117.237262,Tu,12,1525
SOLIS,32.880931,-117.239798,M,19,112
CPMC,32.877962,-117.234429,Th,14,42
TM102,32.881485,-117.23968,Tu,16,34
EBU2,32.881243,-117.233615,Th,16,101
HSS,32.878391,-117.241665,Tu,16,333
MANDE,32.877866,-117.239432,Th,17,136
OTRSN,32.88662,-117.241109,M,09,117
WLH,32.880558,-117.234319,F,13,527
OTRSN,32.88662,-117.241109,W,11,78
APM,32.879039,-117.241028,W,20,71
VAUGN,32.865324,-117.252961,Tu,14,34
CENTR,32.877773,-117.237262,M,10,1429
SOLIS,32.880931,-117.239798,Th,17,374
HSS,32.878391,-117.241665,M,15,218
HUBBS,32.867457,-117.253423,Tu,17,9
LEDDN,32.878867,-117.241695,W,17,100
YORK,32.874554,-117.240005,W,12,464
SSB,32.883965,-117.240439,W,19,26
SSB,32.883965,-117.240439,Th,12,50
APM,32.879039,-117.241028,W,12,59
MANDE,32.877866,-117.239432,Tu,13,314
BIO,32.876028,-117.242219,Th,13,10
CENTR,32.877773,-117.237262,F,17,328
EBU3B,32.881835,-117.233523,Th,18,100
APM,32.879039,-117.241028,W,09,58
TMCA,32.881417,-117.241052,Tu,15,5
EBU2,32.881243,-117.233615,Tu,15,142
YORK,32.874554,-117.240005,Tu,11,571
YORK,32.874554,-117.240005,F,17,157
NSB,32.875274,-117.242808,Th,11,76
MET,32.875344,-117.234821,Tu,10,0
LEDDN,32.878867,-117.241695,F,12,216
LIT,32.880495,-117.23385,Th,16,40
MYR-A,32.875268,-117.240194,Th,12,73
MET,32.875344,-117.234821,W,16,15
VAF,32.87918,-117.234138,Tu,11,24
APM,32.879039,-117.241028,F,09,58
PRICE,32.879733,-117.236191,Th,12,208
PRICE,32.879733,-117.236191,F,12,475
SEQUO,32.882173,-117.240561,F,08,0
YORK,32.874554,-117.240005,Th,18,127
IGPP,32.868349,-117.252952,Th,14,21
PFBH,32.881568,-117.234351,Tu,12,23
WFH,32.886956,-117.241839,F,09,0
MANDE,32.877866,-117.239432,M,18,202
MCGIL,32.879049,-117.242043,F,11,90
CICC,32.885032,-117.241292,Th,10,133
ASANT,32.884082,-117.241912,Th,13,44
OTRSN,32.88662,-117.241109,W,18,85
OAR,32.8697,-117.250649,F,12,5
SERF,32.879664,-117.235105,W,10,22
TMCA,32.881417,-117.241052,W,13,10
VAUGN,32.865324,-117.252961,Th,16,32
LIT,32.880495,-117.23385,W,12,45
VAUGN,32.865324,-117.252961,Tu,12,69
EBU3B,32.881835,-117.233523,W,13,74
ASANT,32.884082,-117.241912,W,12,42
UREY,32.875569,-117.241055,Th,14,0
TM102,32.881485,-117.23968,W,17,18
SOLIS,32.880931,-117.239798,F,08,202
SSB,32.883965,-117.240439,M,08,17
ASANT,32.884082,-117.241912,Tu,16,86
MANDE,32.877866,-117.239432,W,17,201
BONN,32.875415,-117.240332,W,10,0
RBC,32.884341,-117.240977,W,17,16
PFBH,32.881568,-117.234351,M,13,55
ECON,32.875323,-117.2355,W,09,33
MCGIL,32.879049,-117.242043,M,15,44
WFH,32.886956,-117.241839,M,12,192
APM,32.879039,-117.241028,F,17,26
MAYER,32.875322,-117.24019,Tu,16,0
SSB,32.883965,-117.240439,Tu,12,61
BRF2,32.87448,-117.234951,M,12,7
BONN,32.875415,-117.240332,Tu,09,0
ECON,32.875323,-117.2355,W,10,30
CMME,32.875561,-117.235448,Tu,10,0
CSB,32.880547,-117.239444,M,16,122
RBC,32.884341,-117.240977,Th,15,142
CSB,32.880547,-117.239444,Tu,17,197
SOLIS,32.880931,-117.239798,M,10,406
LIT,32.880495,-117.23385,M,17,14
EBU1,32.881659,-117.235623,Tu,12,0
HUBBS,32.867457,-117.253423,W,15,27
RBC,32.884341,-117.240977,Tu,12,256
VAUGN,32.865324,-117.252961,M,12,8
MNDLR,32.879312,-117.242139,M,14,3
HSS,32.878391,-117.241665,W,12,434
NSB,32.875274,-117.242808,Th,09,80
GH,32.873717,-117.240975,M,17,293
PETER,32.880013,-117.240351,W,15,396
LIT,32.880495,-117.23385,F,11,61
PCYNH,32.878422,-117.233767,Th,13,434
PACIF,32.87603,-117.242393,F,11,15
MCGIL,32.879049,-117.242043,Th,10,0
WLH,32.880558,-117.234319,M,19,569
ECON,32.875323,-117.2355,M,17,20
CENTR,32.877773,-117.237262,Th,10,1036
SSB,32.883965,-117.240439,Th,19,11
PETER,32.880013,-117.240351,W,08,612
EBU1,32.881659,-117.235623,Th,15,36
MAYER,32.875322,-117.24019,Th,14,0
PCYNH,32.878422,-117.233767,W,20,80
CENTR,32.877773,-117.237262,M,08,743
OTRSN,32.88662,-117.241109,F,12,0
WFH,32.886956,-117.241839,Th,15,313
PETER,32.880013,-117.240351,F,09,424
RBC,32.884341,-117.240977,W,20,27
HUBBS,32.867457,-117.253423,Th,13,26
SPIES,32.869081,-117.251015,Tu,14,5
VAF,32.87918,-117.234138,Tu,18,27
ERCA,32.886146,-117.242029,W,13,29
WFH,32.886956,-117.241839,Tu,10,122
ECON,32.875323,-117.2355,Th,11,4
PCYNH,32.878422,-117.233767,M,19,187
PFBH,32.881568,-117.234351,W,17,49
SERF,32.879664,-117.235105,M,16,3
WLH,32.880558,-117.234319,W,21,70
BONN,32.875415,-117.240332,W,09,0
MNDLR,32.879312,-117.242139,M,15,3
SSB,32.883965,-117.240439,M,15,62
SOLIS,32.880931,-117.239798,F,13,215
MAYER,32.875322,-117.24019,F,16,0
SEQUO,32.882173,-117.240561,W,16,0
CPMC,32.877962,-117.234429,F,10,56
PETER,32.880013,-117.240351,F,14,509
SPIES,32.869081,-117.251015,Th,15,5
GH,32.873717,-117.240975,Tu,08,307
LEDDN,32.878867,-117.241695,M,14,171
PETER,32.880013,-117.240351,M,10,481
ERCA,32.886146,-117.242029,M,17,30
PFBH,32.881568,-117.234351,F,14,44
MET,32.875344,-117.234821,Th,14,10
MYR-A,32.875268,-117.240194,M,15,23
PETER,32.880013,-117.240351,Th,13,693
MCGIL,32.879049,-117.242043,W,12,60
SPIES,32.869081,-117.251015,W,15,2
IGPP,32.868349,-117.252952,Th,09,5
OTRSN,32.88662,-117.241109,W,21,0
SEQUO,32.882173,-117.240561,F,15,0
CPMC,32.877962,-117.234429,M,16,21
APM,32.879039,-117.241028,Th,18,207
SOLIS,32.880931,-117.239798,W,11,156
MCC,32.88156,-117.24028,Th,10,15
VAF,32.87918,-117.234138,Th,15,35
NSB,32.875274,-117.242808,Tu,09,80
PETER,32.880013,-117.240351,Tu,20,128
WFH,32.886956,-117.241839,Th,20,64
WLH,32.880558,-117.234319,Th,16,759
WFH,32.886956,-117.241839,W,13,60
PFBH,32.881568,-117.234351,Th,14,38
CSB,32.880547,-117.239444,Tu,12,248
MCGIL,32.879049,-117.242043,Tu,13,19
LIT,32.880495,-117.23385,Tu,11,39
PETER,32.880013,-117.240351,Tu,10,433
MYR-A,32.875268,-117.240194,W,18,44
WFH,32.886956,-117.241839,M,20,117
DANCE,32.871733,-117.24019,Tu,17,37
SEQUO,32.882173,-117.240561,Th,11,71
CPMC,32.877962,-117.234429,Tu,18,42
CENTR,32.877773,-117.237262,F,08,740
LEDDN,32.878867,-117.241695,F,16,190
RBC,32.884341,-117.240977,W,19,27
YORK,32.874554,-117.240005,W,09,175
RBC,32.884341,-117.240977,Tu,19,92
CENTR,32.877773,-117.237262,W,10,1418
HSS,32.878391,-117.241665,M,08,53
SME,32.87989,-117.233139,M,12,119
NIERN,32.868487,-117.251196,Th,14,5
PCYNH,32.878422,-117.233767,F,10,525
EBU1,32.881659,-117.235623,Tu,15,36
EBU2,32.881243,-117.233615,W,15,181
MCC,32.88156,-117.24028,W,14,45
HSS,32.878391,-117.241665,F,08,61
HUBBS,32.867457,-117.253423,W,16,27
LEDDN,32.878867,-117.241695,Th,12,201
APM,32.879039,-117.241028,M,11,56
OTRSN,32.88662,-117.241109,M,08,46
CPMC,32.877962,-117.234429,Th,11,47
EBU2,32.881243,-117.233615,Th,19,15
CSB,32.880547,-117.239444,F,18,43
HSS,32.878391,-117.241665,M,20,43
WLH,32.880558,-117.234319,F,18,275
SOLIS,32.880931,-117.239798,Tu,10,432
OTRSN,32.88662,-117.241109,W,16,136
HSS,32.878391,-117.241665,Th,16,356
GH,32.873717,-117.240975,M,19,273
CENTR,32.877773,-117.237262,M,15,844
BSB,32.875597,-117.236066,Th,09,65
APM,32.879039,-117.241028,Tu,10,202
NSB,32.875274,-117.242808,W,15,5
APM,32.879039,-117.241028,Tu,09,196
SSB,32.883965,-117.240439,W,16,49
MCC,32.88156,-117.24028,F,17,8
OTRSN,32.88662,-117.241109,Tu,15,136
EBU1,32.881659,-117.235623,Tu,14,36
CENTR,32.877773,-117.237262,F,12,1212
HSS,32.878391,-117.241665,Th,09,343
TM102,32.881485,-117.23968,Th,14,33
ECON,32.875323,-117.2355,Tu,16,9
GH,32.873717,-117.240975,Th,17,156
EBU3B,32.881835,-117.233523,Th,08,15
CSB,32.880547,-117.239444,Tu,20,74
CSB,32.880547,-117.239444,F,09,198
EBU2,32.881243,-117.233615,Tu,12,148
SSB,32.883965,-117.240439,Tu,20,17
SEQUO,32.882173,-117.240561,Tu,11,68
NSB,32.875274,-117.242808,Th,14,19
RBC,32.884341,-117.240977,M,20,34
LIT,32.880495,-117.23385,Th,19,18
OTRSN,32.88662,-117.241109,Th,11,87
ASANT,32.884082,-117.241912,F,10,44
BONN,32.875415,-117.240332,F,09,0
LEDDN,32.878867,-117.241695,Tu,10,192
ECKRT,32.86716,-117.252589,Th,09,48
VAF,32.87918,-117.234138,Tu,16,27
MAYER,32.875322,-117.24019,W,10,0
WLH,32.880558,-117.234319,Tu,20,140
PCYNH,32.878422,-117.233767,Th,09,483
YORK,32.874554,-117.240005,Th,15,342
EBU2,32.881243,-117.233615,W,20,29
MYR-A,32.875268,-117.240194,Tu,17,63
MNDLR,32.879312,-117.242139,M,13,3
HSS,32.878391,-117.241665,M,16,185
SOLIS,32.880931,-117.239798,Tu,12,470
CENTR,32.877773,-117.237262,Th,20,130
MCGIL,32.879049,-117.242043,Tu,08,0
APM,32.879039,-117.241028,Th,17,192
EBU2,32.881243,-117.233615,M,18,28
UREY,32.875569,-117.241055,Tu,16,0
SOLIS,32.880931,-117.239798,W,18,369
SME,32.87989,-117.233139,Tu,11,161
EBU3B,32.881835,-117.233523,Tu,14,121
ECON,32.875323,-117.2355,M,10,30
BONN,32.875415,-117.240332,Tu,13,0
SEQUO,32.882173,-117.240561,Tu,08,21
EBU3B,32.881835,-117.233523,W,16,127
WFH,32.886956,-117.241839,W,18,102
CPMC,32.877962,-117.234429,W,14,52
MYR-A,32.875268,-117.240194,Tu,18,63
LIT,32.880495,-117.23385,Tu,18,15
ASANT,32.884082,-117.241912,Tu,13,74
PETER,32.880013,-117.240351,Tu,19,647
WLH,32.880558,-117.234319,W,13,612
CPMC,32.877962,-117.234429,Tu,11,39
WFH,32.886956,-117.241839,M,17,107
PCYNH,32.878422,-117.233767,Tu,11,586
RBC,32.884341,-117.240977,W,12,249
PFBH,32.881568,-117.234351,M,16,35
WLH,32.880558,-117.234319,Tu,11,970
IGPP,32.868349,-117.252952,M,09,5
BONN,32.875415,-117.240332,Th,16,0
APM,32.879039,-117.241028,F,12,29
MAYER,32.875322,-117.24019,Tu,11,46
NSB,32.875274,-117.242808,M,15,49
SSB,32.883965,-117.240439,Tu,15,90
MET,32.875344,-117.234821,F,09,6
MCC,32.88156,-117.24028,M,12,26
SOLIS,32.880931,-117.239798,Tu,09,430
SME,32.87989,-117.233139,W,16,91
RBC,32.884341,-117.240977,M,15,60
APM,32.879039,-117.241028,M,18,102
CMME,32.875561,-117.235448,Tu,15,19
CSB,32.880547,-117.239444,Th,09,276
CSB,32.880547,-117.239444,M,13,291
RBC,32.884341,-117.240977,Th,10,142
CSB,32.880547,-117.239444,W,17,142
CPMC,32.877962,-117.234429,Th,18,15
LIT,32.880495,-117.23385,M,12,45
EBU2,32.881243,-117.233615,Th,12,146
HSS,32.878391,-117.241665,Tu,12,373
SOLIS,32.880931,-117.239798,Tu,13,345
APM,32.879039,-117.241028,M,20,36
ASANT,32.884082,-117.241912,Th,09,59
HSS,32.878391,-117.241665,W,17,312
MCGIL,32.879049,-117.242043,M,09,51
GH,32.873717,-117.240975,M,10,258
SPIES,32.869081,-117.251015,W,16,40
PCYNH,32.878422,-117.233767,Th,18,416
MCGIL,32.879049,-117.242043,Th,15,23
WLH,32.880558,-117.234319,M,14,457
HUBBS,32.867457,-117.253423,Tu,13,26
CENTR,32.877773,-117.237262,Th,15,1498
GH,32.873717,-117.240975,F,22,5
PCYNH,32.878422,-117.233767,W,15,483
SSB,32.883965,-117.240439,Th,16,69
APM,32.879039,-117.241028,W,16,48
CSB,32.880547,-117.239444,Th,17,197
GH,32.873717,-117.240975,W,10,258
PACIF,32.87603,-117.242393,Tu,14,9
WFH,32.886956,-117.241839,Tu,18,188
YORK,32.874554,-117.240005,Tu,15,342
YORK,32.874554,-117.240005,F,13,544
OTRSN,32.88662,-117.241109,F,15,0
MNDLR,32.879312,-117.242139,Th,12,31
LIT,32.880495,-117.23385,Th,12,50
OTRSN,32.88662,-117.241109,Th,18,86
VAF,32.87918,-117.234138,W,13,30
ERCA,32.886146,-117.242029,Tu,14,13
PRICE,32.879733,-117.236191,Tu,13,208
SSB,32.883965,-117.240439,Th,08,17
PRICE,32.879733,-117.236191,W,11,475
WFH,32.886956,-117.241839,Tu,08,110
PCYNH,32.878422,-117.233767,M,12,246
PFBH,32.881568,-117.234351,W,12,73
HSS,32.878391,-117.241665,F,12,365
IGPP,32.868349,-117.252952,Th,10,5
EBU1,32.881659,-117.235623,W,15,26
SME,32.87989,-117.233139,Th,12,166
WFH,32.886956,-117.241839,Th,11,134
MCGIL,32.879049,-117.242043,F,15,44
ASANT,32.884082,-117.241912,Th,17,25
CSB,32.880547,-117.239444,Th,18,279
BONN,32.875415,-117.240332,Th,09,0
SEQUO,32.882173,-117.240561,W,11,14
LIT,32.880495,-117.23385,W,16,28
MANDE,32.877866,-117.239432,Th,08,117
CSB,32.880547,-117.239444,Tu,18,279
VAUGN,32.865324,-117.252961,Th,12,69
GH,32.873717,-117.240975,Tu,17,170
LEDDN,32.878867,-117.241695,M,13,213
PETER,32.880013,-117.240351,M,15,383
SOLIS,32.880931,-117.239798,Th,20,340
CPMC,32.877962,-117.234429,F,09,53
ASANT,32.884082,-117.241912,W,16,63
PFBH,32.881568,-117.234351,F,11,19
LEDDN,32.878867,-117.241695,W,12,216
PETER,32.880013,-117.240351,Th,18,523
EBU2,32.881243,-117.233615,Th,10,86
MCGIL,32.879049,-117.242043,W,17,32
MANDE,32.877866,-117.239432,W,13,333
MET,32.875344,-117.234821,Tu,13,10
LEDDN,32.878867,-117.241695,F,13,213
SEQUO,32.882173,-117.240561,F,12,19
MCGIL,32.879049,-117.242043,M,11,75
EBU2,32.881243,-117.233615,F,14,83
NIERN,32.868487,-117.251196,Tu,11,0
VAF,32.87918,-117.234138,Th,10,24
WLH,32.880558,-117.234319,Th,19,158
MANDE,32.877866,-117.239432,Th,13,351
SOLIS,32.880931,-117.239798,M,14,424
CICC,32.885032,-117.241292,Tu,12,199
WFH,32.886956,-117.241839,W,16,56
BONN,32.875415,-117.240332,F,10,0
NIERN,32.868487,-117.251196,Tu,13,5
HUBBS,32.867457,-117.253423,W,11,8
MCGIL,32.879049,-117.242043,Tu,16,49
MANDE,32.877866,-117.239432,F,10,147
VAUGN,32.865324,-117.252961,M,16,32
TM102,32.881485,-117.23968,M,16,13
ECKRT,32.86716,-117.252589,Tu,13,51
YORK,32.874554,-117.240005,M,19,47
PETER,32.880013,-117.240351,W,11,738
PCYNH,32.878422,-117.233767,Th,17,463
HSS,32.878391,-117.241665,M,18,285
