building_tag,longitude,latitude,day,hour,students_number
OTRSN,32.88662,-117.241109,Th,16,134
ASANT,32.884082,-117.241912,F,15,28
MAYER,32.875322,-117.24019,W,15,26
GH,32.873717,-117.240975,F,22,10
MYR-A,32.875268,-117.240194,M,11,37
NSB,32.875274,-117.242808,Tu,16,35
RBC,32.884341,-117.240977,F,12,32
OTRSN,32.88662,-117.241109,M,21,0
MANDE,32.877866,-117.239432,M,09,117
MYR-A,32.875268,-117.240194,Tu,12,22
MANDE,32.877866,-117.239432,M,12,119
WLH,32.880558,-117.234319,W,08,509
MCGIL,32.879049,-117.242043,M,18,67
RBC,32.884341,-117.240977,Tu,09,289
MANDE,32.877866,-117.239432,Tu,11,220
MYR-A,32.875268,-117.240194,F,12,24
EBU2,32.881243,-117.233615,M,17,12
SOLIS,32.880931,-117.239798,W,15,126
EBU1,32.881659,-117.235623,M,09,7
MCC,32.88156,-117.24028,Th,14,24
EBU3B,32.881835,-117.233523,Tu,11,41
LIT,32.880495,-117.23385,W,18,9
WLH,32.880558,-117.234319,Th,12,1023
SEQUO,32.882173,-117.240561,M,15,55
CPMC,32.877962,-117.234429,W,11,90
NIERN,32.868487,-117.251196,Tu,18,8
CSB,32.880547,-117.239444,M,09,233
MANDE,32.877866,-117.239432,Th,15,308
POTKR,32.871346,-117.24071,Tu,15,20
LIT,32.880495,-117.23385,Tu,15,26
PETER,32.880013,-117.240351,Tu,14,732
MYR-A,32.875268,-117.240194,W,14,28
MCC,32.88156,-117.24028,Tu,10,21
SEQUO,32.882173,-117.240561,Th,15,101
KECK,32.875101,-117.236281,W,15,5
WLH,32.880558,-117.234319,W,16,828
EBU1,32.881659,-117.235623,M,10,7
YORK,32.874554,-117.240005,M,10,113
WFH,32.886956,-117.241839,M,12,76
PCYNH,32.878422,-117.233767,Tu,14,395
BONN,32.875415,-117.240332,Th,13,0
LEDDN,32.878867,-117.241695,W,08,168
SME,32.87989,-117.233139,M,16,0
ERCA,32.886146,-117.242029,M,09,15
PCYNH,32.878422,-117.233767,F,14,419
WLH,32.880558,-117.234319,W,07,36
SPIES,32.869081,-117.251015,F,09,1
NSB,32.875274,-117.242808,M,10,0
EBU1,32.881659,-117.235623,Th,18,24
EBU2,32.881243,-117.233615,W,11,150
SSB,32.883965,-117.240439,Tu,18,35
LASB,32.885595,-117.241442,W,15,2
RBC,32.884341,-117.240977,M,18,115
APM,32.879039,-117.241028,M,15,65
OTRSN,32.88662,-117.241109,M,16,0
CENTR,32.877773,-117.237262,Tu,15,1160
CPMC,32.877962,-117.234429,Th,15,17
TM102,32.881485,-117.23968,Tu,11,32
EBU2,32.881243,-117.233615,Th,15,83
EBU1,32.881659,-117.235623,Tu,18,24
HSS,32.878391,-117.241665,Tu,19,381
EBU3B,32.881835,-117.233523,M,20,6
WLH,32.880558,-117.234319,M,21,300
WLH,32.880558,-117.234319,F,14,690
HSS,32.878391,-117.241665,W,18,288
HSS,32.878391,-117.241665,Th,12,406
GH,32.873717,-117.240975,F,19,10
SPIES,32.869081,-117.251015,W,13,8
CENTR,32.877773,-117.237262,M,11,1493
SOLIS,32.880931,-117.239798,Th,10,270
WLH,32.880558,-117.234319,M,13,729
HUBBS,32.867457,-117.253423,Tu,16,23
NSB,32.875274,-117.242808,W,11,0
YORK,32.874554,-117.240005,W,13,363
PCYNH,32.878422,-117.233767,W,12,464
SSB,32.883965,-117.240439,Th,13,24
APM,32.879039,-117.241028,Tu,20,219
APM,32.879039,-117.241028,W,13,61
WFH,32.886956,-117.241839,F,16,0
CENTR,32.877773,-117.237262,F,16,987
MANDE,32.877866,-117.239432,Tu,09,217
MNDLR,32.879312,-117.242139,Tu,18,7
PACIF,32.87603,-117.242393,Tu,11,24
EBU2,32.881243,-117.233615,Tu,16,22
YORK,32.874554,-117.240005,Tu,10,540
YORK,32.874554,-117.240005,F,16,28
LIT,32.880495,-117.23385,W,11,39
NSB,32.875274,-117.242808,Th,10,16
LEDDN,32.878867,-117.241695,F,09,153
LEDDN,32.878867,-117.241695,F,13,195
LIT,32.880495,-117.23385,Th,15,28
LEDDN,32.878867,-117.241695,Tu,14,53
CSB,32.880547,-117.239444,W,09,195
VAF,32.87918,-117.234138,Tu,12,18
LIT,32.880495,-117.23385,F,16,14
TMCA,32.881417,-117.241052,Th,09,8
PRICE,32.879733,-117.236191,F,13,236
GH,32.873717,-117.240975,Th,09,318
SSB,32.883965,-117.240439,F,13,29
YORK,32.874554,-117.240005,Th,19,170
PFBH,32.881568,-117.234351,Tu,13,12
WFH,32.886956,-117.241839,F,08,0
SME,32.87989,-117.233139,Th,19,7
MCGIL,32.879049,-117.242043,F,10,64
CICC,32.885032,-117.241292,Th,13,224
ASANT,32.884082,-117.241912,Th,12,26
GH,32.873717,-117.240975,Tu,22,10
BSB,32.875597,-117.236066,Th,17,20
TMCA,32.881417,-117.241052,W,10,4
RBC,32.884341,-117.240977,Th,18,167
BONN,32.875415,-117.240332,Tu,17,0
ASANT,32.884082,-117.241912,Tu,09,15
SOLIS,32.880931,-117.239798,Tu,15,424
EBU3B,32.881835,-117.233523,W,12,32
CPMC,32.877962,-117.234429,W,18,20
TM102,32.881485,-117.23968,W,14,32
SOLIS,32.880931,-117.239798,F,09,287
LEDDN,32.878867,-117.241695,W,15,188
RVCOM,32.874702,-117.241985,Tu,15,34
ASANT,32.884082,-117.241912,Tu,17,86
MCGIL,32.879049,-117.242043,W,18,21
MANDE,32.877866,-117.239432,W,16,188
TM102,32.881485,-117.23968,F,16,31
CPMC,32.877962,-117.234429,Tu,15,19
MET,32.875344,-117.234821,M,13,24
BONN,32.875415,-117.240332,W,11,0
RBC,32.884341,-117.240977,W,16,57
IGPP,32.868349,-117.252952,W,11,45
PFBH,32.881568,-117.234351,M,12,25
CPMC,32.877962,-117.234429,M,18,3
APM,32.879039,-117.241028,Th,09,229
IGPP,32.868349,-117.252952,M,12,15
SME,32.87989,-117.233139,W,10,33
MAYER,32.875322,-117.24019,Tu,15,25
PFBH,32.881568,-117.234351,Tu,09,11
RBC,32.884341,-117.240977,M,11,172
ECON,32.875323,-117.2355,F,09,9
CMME,32.875561,-117.235448,Tu,11,10
GH,32.873717,-117.240975,F,12,320
CSB,32.880547,-117.239444,M,17,161
RBC,32.884341,-117.240977,Th,14,60
CSB,32.880547,-117.239444,Tu,16,140
SOLIS,32.880931,-117.239798,M,11,178
LIT,32.880495,-117.23385,M,16,31
BONN,32.875415,-117.240332,F,17,0
MANDE,32.877866,-117.239432,F,15,202
VAUGN,32.865324,-117.252961,M,11,39
TM102,32.881485,-117.23968,M,13,27
HSS,32.878391,-117.241665,W,13,378
SME,32.87989,-117.233139,Th,08,30
EBU1,32.881659,-117.235623,M,14,29
VAUGN,32.865324,-117.252961,Tu,13,37
GH,32.873717,-117.240975,M,14,281
HUBBS,32.867457,-117.253423,M,13,36
PETER,32.880013,-117.240351,W,16,600
RBC,32.884341,-117.240977,Th,19,165
MCGIL,32.879049,-117.242043,Th,11,49
APM,32.879039,-117.241028,Tu,15,207
WLH,32.880558,-117.234319,M,18,821
ECON,32.875323,-117.2355,M,14,43
MTF,32.875608,-117.235497,Tu,09,0
CENTR,32.877773,-117.237262,Th,11,1306
SME,32.87989,-117.233139,M,18,46
EBU1,32.881659,-117.235623,Th,16,44
POTKR,32.871346,-117.24071,Th,14,20
WLH,32.880558,-117.234319,M,15,748
MAYER,32.875322,-117.24019,Th,15,25
MCC,32.88156,-117.24028,F,09,25
ECON,32.875323,-117.2355,Th,09,44
SSB,32.883965,-117.240439,W,11,89
OTRSN,32.88662,-117.241109,F,11,0
RBC,32.884341,-117.240977,Tu,16,31
TM102,32.881485,-117.23968,Th,19,35
WFH,32.886956,-117.241839,Th,14,234
RBC,32.884341,-117.240977,W,21,47
VAF,32.87918,-117.234138,W,17,11
LIT,32.880495,-117.23385,F,15,15
PFBH,32.881568,-117.234351,Tu,10,11
MCGIL,32.879049,-117.242043,M,16,28
ECON,32.875323,-117.2355,Th,12,20
PCYNH,32.878422,-117.233767,M,16,313
PFBH,32.881568,-117.234351,W,16,17
HSS,32.878391,-117.241665,F,16,243
WFH,32.886956,-117.241839,Tu,21,0
EBU1,32.881659,-117.235623,W,11,7
HSS,32.878391,-117.241665,W,09,346
APM,32.879039,-117.241028,W,15,59
MANDE,32.877866,-117.239432,Tu,16,237
SOLIS,32.880931,-117.239798,F,12,301
MAYER,32.875322,-117.24019,F,15,51
SEQUO,32.882173,-117.240561,W,15,53
TM102,32.881485,-117.23968,Tu,08,16
CPMC,32.877962,-117.234429,F,13,43
CCC,32.879661,-117.236447,Th,10,19
PETER,32.880013,-117.240351,Th,08,690
APM,32.879039,-117.241028,F,16,30
GH,32.873717,-117.240975,Tu,13,308
GH,32.873717,-117.240975,Tu,09,327
LEDDN,32.878867,-117.241695,M,17,178
PETER,32.880013,-117.240351,M,11,570
PFBH,32.881568,-117.234351,F,15,30
WFH,32.886956,-117.241839,Tu,14,234
MET,32.875344,-117.234821,Th,15,17
PETER,32.880013,-117.240351,Th,14,732
MCGIL,32.879049,-117.242043,W,13,67
OTRSN,32.88662,-117.241109,Th,08,140
WFH,32.886956,-117.241839,M,09,0
YORK,32.874554,-117.240005,M,09,556
SSB,32.883965,-117.240439,Tu,11,32
OTRSN,32.88662,-117.241109,W,20,0
BONN,32.875415,-117.240332,W,18,0
UREY,32.875569,-117.241055,Th,17,1
SEQUO,32.882173,-117.240561,F,16,33
CPMC,32.877962,-117.234429,M,17,6
TM102,32.881485,-117.23968,Th,18,38
SERF,32.879664,-117.235105,W,14,5
APM,32.879039,-117.241028,Th,19,260
MYR-A,32.875268,-117.240194,F,15,0
EBU2,32.881243,-117.233615,M,12,79
SOLIS,32.880931,-117.239798,W,12,315
EBU2,32.881243,-117.233615,F,10,52
VAF,32.87918,-117.234138,Th,14,30
MNDLR,32.879312,-117.242139,Tu,19,7
PETER,32.880013,-117.240351,Tu,21,64
WFH,32.886956,-117.241839,Th,21,62
WLH,32.880558,-117.234319,Th,15,1057
YORK,32.874554,-117.240005,F,09,551
MCGIL,32.879049,-117.242043,Tu,12,69
LIT,32.880495,-117.23385,Tu,12,33
WFH,32.886956,-117.241839,M,21,197
MCC,32.88156,-117.24028,Tu,15,29
SEQUO,32.882173,-117.240561,Th,10,83
WLH,32.880558,-117.234319,W,19,311
CSB,32.880547,-117.239444,Tu,09,249
TMCA,32.881417,-117.241052,Th,17,14
CENTR,32.877773,-117.237262,F,09,1100
RBC,32.884341,-117.240977,W,18,130
SERF,32.879664,-117.235105,Th,10,3
YORK,32.874554,-117.240005,W,08,221
CENTR,32.877773,-117.237262,Th,18,1103
CENTR,32.877773,-117.237262,W,11,1471
APM,32.879039,-117.241028,F,18,60
WLH,32.880558,-117.234319,Tu,14,820
EBU2,32.881243,-117.233615,W,14,138
MANDE,32.877866,-117.239432,F,14,20
MCC,32.88156,-117.24028,W,13,21
HSS,32.878391,-117.241665,F,09,334
MCGIL,32.879049,-117.242043,W,09,55
LEDDN,32.878867,-117.241695,Th,11,0
EBU3B,32.881835,-117.233523,M,15,30
CSB,32.880547,-117.239444,M,19,105
EBU2,32.881243,-117.233615,Th,18,0
MANDE,32.877866,-117.239432,Th,16,242
CSB,32.880547,-117.239444,F,17,67
WLH,32.880558,-117.234319,F,19,11
SOLIS,32.880931,-117.239798,Tu,17,429
OTRSN,32.88662,-117.241109,W,17,132
HSS,32.878391,-117.241665,Th,17,279
GH,32.873717,-117.240975,F,14,296
CENTR,32.877773,-117.237262,M,16,1240
HUBBS,32.867457,-117.253423,F,14,7
APM,32.879039,-117.241028,Tu,17,196
NSB,32.875274,-117.242808,W,14,10
ECON,32.875323,-117.2355,W,12,31
SSB,32.883965,-117.240439,W,17,47
MCC,32.88156,-117.24028,F,10,70
PACIF,32.87603,-117.242393,W,11,0
OTRSN,32.88662,-117.241109,Tu,14,157
APM,32.879039,-117.241028,W,18,203
WFH,32.886956,-117.241839,F,13,0
HSS,32.878391,-117.241665,Th,08,165
TM102,32.881485,-117.23968,Th,15,36
ECON,32.875323,-117.2355,Tu,15,13
WFH,32.886956,-117.241839,Tu,16,224
EBU3B,32.881835,-117.233523,F,11,12
EBU2,32.881243,-117.233615,Tu,13,67
EBU3B,32.881835,-117.233523,Th,20,0
SEQUO,32.882173,-117.240561,Tu,12,88
RBC,32.884341,-117.240977,M,21,34
MET,32.875344,-117.234821,Tu,16,56
PETER,32.880013,-117.240351,M,18,579
PCYNH,32.878422,-117.233767,Th,20,0
OTRSN,32.88662,-117.241109,Th,12,157
ASANT,32.884082,-117.241912,F,11,29
EBU1,32.881659,-117.235623,Tu,08,26
LEDDN,32.878867,-117.241695,Tu,11,0
HSS,32.878391,-117.241665,Tu,20,321
ASANT,32.884082,-117.241912,W,10,88
VAF,32.87918,-117.234138,Tu,17,20
PSB,32.874227,-117.235699,Tu,15,0
NSB,32.875274,-117.242808,Tu,12,87
PFBH,32.881568,-117.234351,F,13,35
PCYNH,32.878422,-117.233767,Th,08,309
YORK,32.874554,-117.240005,Th,12,594
MYR-A,32.875268,-117.240194,Tu,16,11
MANDE,32.877866,-117.239432,M,16,80
OTRSN,32.88662,-117.241109,W,19,132
RVCOM,32.874702,-117.241985,Tu,16,34
MCGIL,32.879049,-117.242043,Tu,09,24
APM,32.879039,-117.241028,Th,10,111
SOLIS,32.880931,-117.239798,Th,09,422
BSB,32.875597,-117.236066,Th,12,55
UREY,32.875569,-117.241055,Tu,15,1
SOLIS,32.880931,-117.239798,W,19,316
TM102,32.881485,-117.23968,F,09,19
SME,32.87989,-117.233139,Tu,16,25
WLH,32.880558,-117.234319,Th,08,626
EBU3B,32.881835,-117.233523,Tu,15,29
BONN,32.875415,-117.240332,Tu,12,8
MNDLR,32.879312,-117.242139,Tu,10,5
GH,32.873717,-117.240975,W,22,10
SEQUO,32.882173,-117.240561,M,11,54
HSS,32.878391,-117.241665,Tu,08,191
EBU3B,32.881835,-117.233523,W,15,30
CPMC,32.877962,-117.234429,W,15,73
UREY,32.875569,-117.241055,Th,15,1
TM102,32.881485,-117.23968,W,11,31
POTKR,32.871346,-117.24071,Tu,11,20
MNDLR,32.879312,-117.242139,Tu,20,7
ASANT,32.884082,-117.241912,Tu,10,15
PETER,32.880013,-117.240351,Tu,18,611
MYR-A,32.875268,-117.240194,W,10,0
SEQUO,32.882173,-117.240561,Th,19,29
CMME,32.875561,-117.235448,Th,11,10
WLH,32.880558,-117.234319,W,12,793
MANDE,32.877866,-117.239432,W,19,127
CPMC,32.877962,-117.234429,Tu,10,125
YORK,32.874554,-117.240005,M,14,101
WFH,32.886956,-117.241839,M,16,82
PCYNH,32.878422,-117.233767,Tu,10,350
BIO,32.876028,-117.242219,M,09,14
RBC,32.884341,-117.240977,W,11,154
IGPP,32.868349,-117.252952,W,14,0
PACIF,32.87603,-117.242393,Th,15,17
NSB,32.875274,-117.242808,W,15,10
BONN,32.875415,-117.240332,Th,17,0
CENTR,32.877773,-117.237262,W,18,1215
PACIF,32.87603,-117.242393,F,12,17
SME,32.87989,-117.233139,W,17,28
MAYER,32.875322,-117.24019,Tu,10,29
NSB,32.875274,-117.242808,M,14,10
SSB,32.883965,-117.240439,Tu,14,61
BSB,32.875597,-117.236066,W,09,6
MCC,32.88156,-117.24028,M,15,30
MYR-A,32.875268,-117.240194,Th,09,21
OTRSN,32.88662,-117.241109,Th,21,42
RBC,32.884341,-117.240977,M,14,60
TMCA,32.881417,-117.241052,Th,10,8
APM,32.879039,-117.241028,M,19,172
OTRSN,32.88662,-117.241109,M,12,67
SSB,32.883965,-117.240439,W,16,85
CSB,32.880547,-117.239444,M,10,262
CENTR,32.877773,-117.237262,Tu,11,1306
CSB,32.880547,-117.239444,Tu,19,146
CSB,32.880547,-117.239444,W,10,223
CCS,32.866367,-117.253971,M,13,7
EBU2,32.881243,-117.233615,Th,11,90
HSS,32.878391,-117.241665,Tu,15,425
SERF,32.879664,-117.235105,Tu,13,27
RBC,32.884341,-117.240977,Tu,13,239
TM102,32.881485,-117.23968,M,18,35
EBU3B,32.881835,-117.233523,M,08,15
WLH,32.880558,-117.234319,F,10,751
HSS,32.878391,-117.241665,W,14,420
SPIES,32.869081,-117.251015,M,13,8
GH,32.873717,-117.240975,M,11,383
SPIES,32.869081,-117.251015,M,09,1
VAUGN,32.865324,-117.252961,Tu,11,40
LIT,32.880495,-117.23385,F,12,13
PFBH,32.881568,-117.234351,W,09,74
SOLIS,32.880931,-117.239798,Th,14,424
WLH,32.880558,-117.234319,M,17,794
APM,32.879039,-117.241028,Tu,18,188
WLH,32.880558,-117.234319,F,20,11
YORK,32.874554,-117.240005,W,17,225
PCYNH,32.878422,-117.233767,W,16,229
SSB,32.883965,-117.240439,Th,17,44
APM,32.879039,-117.241028,W,17,160
MANDE,32.877866,-117.239432,Tu,10,154
MYR-A,32.875268,-117.240194,Tu,09,21
MYR-A,32.875268,-117.240194,Th,13,0
GH,32.873717,-117.240975,W,11,388
EBU3B,32.881835,-117.233523,Th,13,38
PACIF,32.87603,-117.242393,Tu,15,17
WFH,32.886956,-117.241839,Tu,19,49
PCYNH,32.878422,-117.233767,F,13,532
KECK,32.875101,-117.236281,F,14,5
LFFB,32.876682,-117.236868,W,14,0
YORK,32.874554,-117.240005,F,12,163
IGPP,32.868349,-117.252952,Tu,14,13
OTRSN,32.88662,-117.241109,F,14,0
LIT,32.880495,-117.23385,Th,11,36
OTRSN,32.88662,-117.241109,Th,19,55
VAF,32.87918,-117.234138,W,12,5
PRICE,32.879733,-117.236191,Tu,10,350
SME,32.87989,-117.233139,W,08,20
ERCA,32.886146,-117.242029,W,15,12
GH,32.873717,-117.240975,W,14,311
GH,32.873717,-117.240975,Th,17,225
ECON,32.875323,-117.2355,Th,17,20
ECON,32.875323,-117.2355,F,13,27
PCYNH,32.878422,-117.233767,M,13,567
PFBH,32.881568,-117.234351,W,11,55
EBU1,32.881659,-117.235623,W,16,36
BONN,32.875415,-117.240332,M,14,13
WFH,32.886956,-117.241839,Tu,12,303
SME,32.87989,-117.233139,Th,15,46
EBU3B,32.881835,-117.233523,F,10,22
MCGIL,32.879049,-117.242043,F,14,90
YORK,32.874554,-117.240005,Th,21,163
ASANT,32.884082,-117.241912,Th,16,54
MAYER,32.875322,-117.24019,F,18,28
SEQUO,32.882173,-117.240561,W,10,79
PRICE,32.879733,-117.236191,W,12,475
CPMC,32.877962,-117.234429,F,16,26
MANDE,32.877866,-117.239432,Th,09,231
SPIES,32.869081,-117.251015,Th,13,9
VAUGN,32.865324,-117.252961,Th,15,31
GH,32.873717,-117.240975,Tu,16,344
PRICE,32.879733,-117.236191,W,10,184
LEDDN,32.878867,-117.241695,M,12,211
APM,32.879039,-117.241028,Th,21,69
ASANT,32.884082,-117.241912,W,11,90
APM,32.879039,-117.241028,F,09,60
PFBH,32.881568,-117.234351,F,12,17
LEDDN,32.878867,-117.241695,W,11,204
PETER,32.880013,-117.240351,Th,19,536
PFBH,32.881568,-117.234351,M,09,74
MCGIL,32.879049,-117.242043,W,14,51
MANDE,32.877866,-117.239432,W,12,141
TM102,32.881485,-117.23968,F,12,32
SME,32.87989,-117.233139,F,08,11
MANDE,32.877866,-117.239432,W,09,150
PCYNH,32.878422,-117.233767,Tu,19,165
BONN,32.875415,-117.240332,W,15,0
SEQUO,32.882173,-117.240561,F,13,26
VAUGN,32.865324,-117.252961,W,11,39
MCGIL,32.879049,-117.242043,M,12,85
EBU2,32.881243,-117.233615,F,15,29
WLH,32.880558,-117.234319,Th,22,0
SOLIS,32.880931,-117.239798,M,18,358
ERCA,32.886146,-117.242029,F,09,30
WLH,32.880558,-117.234319,Th,18,501
CENTR,32.877773,-117.237262,Tu,19,1016
MANDE,32.877866,-117.239432,Th,12,354
SOLIS,32.880931,-117.239798,M,15,137
CICC,32.885032,-117.241292,Tu,13,224
BONN,32.875415,-117.240332,F,13,0
NIERN,32.868487,-117.251196,Tu,12,24
CSB,32.880547,-117.239444,Tu,11,308
LEDDN,32.878867,-117.241695,M,10,155
MANDE,32.877866,-117.239432,F,11,246
VAUGN,32.865324,-117.252961,M,15,20
TM102,32.881485,-117.23968,M,17,29
ERCA,32.886146,-117.242029,F,11,30
CSB,32.880547,-117.239444,W,18,153
PETER,32.880013,-117.240351,W,12,617
PCYNH,32.878422,-117.233767,Th,10,350
MNDLR,32.879312,-117.242139,F,09,2
HSS,32.878391,-117.241665,M,19,239
ECON,32.875323,-117.2355,M,10,32
ECON,32.875323,-117.2355,M,09,11
WLH,32.880558,-117.234319,M,07,36
ECON,32.875323,-117.2355,Tu,08,31
MYR-A,32.875268,-117.240194,Th,11,22
EBU1,32.881659,-117.235623,Tu,14,82
EBU1,32.881659,-117.235623,Th,12,40
SME,32.87989,-117.233139,F,10,79
GH,32.873717,-117.240975,W,18,226
LEDDN,32.878867,-117.241695,Th,14,53
LIT,32.880495,-117.23385,Th,08,16
MAYER,32.875322,-117.24019,Th,11,33
EBU3B,32.881835,-117.233523,M,10,37
DANCE,32.871733,-117.24019,W,15,7
CSB,32.880547,-117.239444,F,12,188
WFH,32.886956,-117.241839,Th,10,124
WFH,32.886956,-117.241839,Th,19,159
HSS,32.878391,-117.241665,Th,18,294
SEQUO,32.882173,-117.240561,W,08,54
HUBBS,32.867457,-117.253423,F,13,54
HSS,32.878391,-117.241665,W,19,282
RBC,32.884341,-117.240977,W,09,147
SERF,32.879664,-117.235105,M,15,5
