building_tag,longitude,latitude,day,hour,students_number
YORK,32.874554,-117.240005,M,12,113
WFH,32.886956,-117.241839,M,10,0
SERF,32.879664,-117.235105,Th,13,4
VAUGN,32.865324,-117.252961,F,14,9
BONN,32.875415,-117.240332,Th,11,19
CENTR,32.877773,-117.237262,W,12,1405
SME,32.87989,-117.233139,M,14,46
WLH,32.880558,-117.234319,Tu,19,331
VAUGN,32.865324,-117.252961,Tu,09,10
EBU2,32.881243,-117.233615,W,17,24
CPMC,32.877962,-117.234429,Tu,09,157
MCC,32.88156,-117.24028,W,16,70
ECON,32.875323,-117.2355,M,15,24
APM,32.879039,-117.241028,M,13,44
OTRSN,32.88662,-117.241109,M,14,32
CENTR,32.877773,-117.237262,Tu,17,890
CPMC,32.877962,-117.234429,Th,09,157
CPMC,32.877962,-117.234429,Th,13,10
TM102,32.881485,-117.23968,Tu,13,17
CENTR,32.877773,-117.237262,Tu,09,1523
RBC,32.884341,-117.240977,Tu,14,14
NSB,32.875274,-117.242808,M,20,26
WLH,32.880558,-117.234319,F,16,724
SOLIS,32.880931,-117.239798,Tu,12,458
OTRSN,32.88662,-117.241109,W,14,0
HSS,32.878391,-117.241665,Th,10,352
GH,32.873717,-117.240975,F,17,2
PACIF,32.87603,-117.242393,W,09,41
LIT,32.880495,-117.23385,F,13,34
CENTR,32.877773,-117.237262,M,13,1164
SOLIS,32.880931,-117.239798,Th,12,458
APM,32.879039,-117.241028,Tu,12,270
NSB,32.875274,-117.242808,W,13,0
YORK,32.874554,-117.240005,W,11,374
SSB,32.883965,-117.240439,W,14,60
MAYER,32.875322,-117.24019,Th,09,22
LIT,32.880495,-117.23385,F,10,44
WFH,32.886956,-117.241839,F,14,0
CENTR,32.877773,-117.237262,F,10,1391
TM102,32.881485,-117.23968,Th,16,32
CMME,32.875561,-117.235448,Th,09,0
OAR,32.8697,-117.250649,Th,12,4
EBU3B,32.881835,-117.233523,Th,12,63
PACIF,32.87603,-117.242393,Tu,13,22
YORK,32.874554,-117.240005,Tu,20,25
GH,32.873717,-117.240975,Th,15,464
BIO,32.876028,-117.242219,Tu,13,21
PCYNH,32.878422,-117.233767,F,12,525
CSB,32.880547,-117.239444,Th,14,246
EBU2,32.881243,-117.233615,Tu,10,48
CENTR,32.877773,-117.237262,Th,08,968
YORK,32.874554,-117.240005,Tu,12,473
YORK,32.874554,-117.240005,F,18,207
GH,32.873717,-117.240975,M,08,305
IGPP,32.868349,-117.252952,Tu,12,0
LEDDN,32.878867,-117.241695,Tu,08,154
NSB,32.875274,-117.242808,Th,12,0
LEDDN,32.878867,-117.241695,F,15,180
CSB,32.880547,-117.239444,M,16,100
MANDE,32.877866,-117.239432,F,09,206
ASANT,32.884082,-117.241912,F,12,30
LEDDN,32.878867,-117.241695,Tu,16,105
MCC,32.88156,-117.24028,Tu,18,11
CSB,32.880547,-117.239444,W,07,67
VAF,32.87918,-117.234138,Tu,14,24
GH,32.873717,-117.240975,Th,10,387
PRICE,32.879733,-117.236191,F,11,319
SSB,32.883965,-117.240439,F,11,0
YORK,32.874554,-117.240005,Th,17,373
PFBH,32.881568,-117.234351,Tu,15,76
MANDE,32.877866,-117.239432,M,15,211
MCGIL,32.879049,-117.242043,F,12,38
RBC,32.884341,-117.240977,Tu,20,82
GH,32.873717,-117.240975,Tu,20,2
APM,32.879039,-117.241028,Th,15,213
BSB,32.875597,-117.236066,Th,11,65
SME,32.87989,-117.233139,Tu,13,22
GH,32.873717,-117.240975,Tu,18,350
BONN,32.875415,-117.240332,Tu,11,19
LEDDN,32.878867,-117.241695,M,18,67
GH,32.873717,-117.240975,W,21,2
TM102,32.881485,-117.23968,W,08,34
EBU3B,32.881835,-117.233523,W,10,32
CPMC,32.877962,-117.234429,W,16,28
TM102,32.881485,-117.23968,W,12,31
APM,32.879039,-117.241028,M,09,51
PACIF,32.87603,-117.242393,M,09,41
CSB,32.880547,-117.239444,Tu,08,62
LASB,32.885595,-117.241442,W,09,4
MANDE,32.877866,-117.239432,W,14,235
CPMC,32.877962,-117.234429,Tu,17,30
PCYNH,32.878422,-117.233767,Tu,13,563
RBC,32.884341,-117.240977,W,14,317
PFBH,32.881568,-117.234351,M,14,22
VAUGN,32.865324,-117.252961,W,10,39
BONN,32.875415,-117.240332,Th,18,0
APM,32.879039,-117.241028,F,14,123
MAYER,32.875322,-117.24019,Tu,13,0
NSB,32.875274,-117.242808,M,17,54
ERCA,32.886146,-117.242029,Th,13,8
SSB,32.883965,-117.240439,Tu,17,15
CMME,32.875561,-117.235448,F,10,0
SEQUO,32.882173,-117.240561,Th,09,76
PETER,32.880013,-117.240351,M,09,445
MNDLR,32.879312,-117.242139,Th,16,40
RBC,32.884341,-117.240977,M,13,52
PRICE,32.879733,-117.236191,Th,09,478
PETER,32.880013,-117.240351,Tu,08,122
VAUGN,32.865324,-117.252961,W,14,41
CSB,32.880547,-117.239444,M,15,182
RBC,32.884341,-117.240977,Th,12,202
RBC,32.884341,-117.240977,Th,16,18
CSB,32.880547,-117.239444,Tu,14,246
PRICE,32.879733,-117.236191,Tu,08,314
BSB,32.875597,-117.236066,Tu,12,65
LIT,32.880495,-117.23385,M,10,36
HSS,32.878391,-117.241665,Tu,10,410
MANDE,32.877866,-117.239432,Th,10,265
CENTR,32.877773,-117.237262,Tu,20,711
MANDE,32.877866,-117.239432,F,17,77
SOLIS,32.880931,-117.239798,M,13,159
LEDDN,32.878867,-117.241695,Th,09,216
HSS,32.878391,-117.241665,W,11,275
GH,32.873717,-117.240975,M,12,305
SOLIS,32.880931,-117.239798,W,09,229
CENTR,32.877773,-117.237262,W,20,651
PETER,32.880013,-117.240351,W,18,194
SOLIS,32.880931,-117.239798,Th,19,71
CENTR,32.877773,-117.237262,Th,17,869
YORK,32.874554,-117.240005,W,18,254
SSB,32.883965,-117.240439,Th,14,34
APM,32.879039,-117.241028,W,14,168
CSB,32.880547,-117.239444,Th,15,286
CENTR,32.877773,-117.237262,F,19,92
GH,32.873717,-117.240975,W,16,339
MAYER,32.875322,-117.24019,Th,17,0
SERF,32.879664,-117.235105,Tu,12,4
YORK,32.874554,-117.240005,F,11,368
WFH,32.886956,-117.241839,Th,18,67
OTRSN,32.88662,-117.241109,F,17,0
WLH,32.880558,-117.234319,F,08,688
WFH,32.886956,-117.241839,Th,16,257
MYR-A,32.875268,-117.240194,Th,11,12
EBU2,32.881243,-117.233615,Th,09,56
VAF,32.87918,-117.234138,W,15,20
PCYNH,32.878422,-117.233767,W,09,427
ECON,32.875323,-117.2355,Th,14,50
HUBBS,32.867457,-117.253423,Th,09,8
PCYNH,32.878422,-117.233767,M,14,465
PFBH,32.881568,-117.234351,W,14,90
HSS,32.878391,-117.241665,F,10,288
SERF,32.879664,-117.235105,M,13,10
LFFB,32.876682,-117.236868,Tu,14,14
PCYNH,32.878422,-117.233767,F,08,262
ASANT,32.884082,-117.241912,Th,15,20
SSB,32.883965,-117.240439,M,10,36
SOLIS,32.880931,-117.239798,F,10,350
SEQUO,32.882173,-117.240561,W,13,13
PRICE,32.879733,-117.236191,W,11,319
CSB,32.880547,-117.239444,W,20,32
CPMC,32.877962,-117.234429,F,15,15
PETER,32.880013,-117.240351,F,19,39
DANCE,32.871733,-117.24019,Th,15,1
GH,32.873717,-117.240975,Tu,11,435
LEDDN,32.878867,-117.241695,M,11,180
PETER,32.880013,-117.240351,M,17,544
LIT,32.880495,-117.23385,Tu,09,20
PFBH,32.881568,-117.234351,M,08,15
ASANT,32.884082,-117.241912,W,14,35
UREY,32.875569,-117.241055,Th,13,11
PFBH,32.881568,-117.234351,F,17,20
PETER,32.880013,-117.240351,Th,16,734
MCGIL,32.879049,-117.242043,F,09,45
MCGIL,32.879049,-117.242043,W,11,96
TM102,32.881485,-117.23968,F,11,29
PRICE,32.879733,-117.236191,M,09,463
BONN,32.875415,-117.240332,W,16,0
SEQUO,32.882173,-117.240561,F,10,46
CPMC,32.877962,-117.234429,M,11,153
CENTR,32.877773,-117.237262,W,09,1233
PCYNH,32.878422,-117.233767,Th,08,482
EBU2,32.881243,-117.233615,F,12,74
OTRSN,32.88662,-117.241109,Tu,21,0
EBU3B,32.881835,-117.233523,Tu,18,13
VAF,32.87918,-117.234138,Th,12,17
LIT,32.880495,-117.23385,W,09,15
MAYER,32.875322,-117.24019,W,09,12
SOLIS,32.880931,-117.239798,M,16,389
WFH,32.886956,-117.241839,W,14,120
PFBH,32.881568,-117.234351,Th,11,58
HUBBS,32.867457,-117.253423,W,13,29
SEQUO,32.882173,-117.240561,Th,20,63
RBC,32.884341,-117.240977,Th,21,48
MCGIL,32.879049,-117.242043,Tu,14,57
RBC,32.884341,-117.240977,Tu,11,147
TM102,32.881485,-117.23968,M,14,34
MCC,32.88156,-117.24028,Tu,17,17
MNDLR,32.879312,-117.242139,M,12,9
OTRSN,32.88662,-117.241109,Tu,17,66
PCYNH,32.878422,-117.233767,Th,15,559
EBU3B,32.881835,-117.233523,F,09,20
CENTR,32.877773,-117.237262,W,17,1160
WLH,32.880558,-117.234319,M,08,735
WLH,32.880558,-117.234319,Tu,16,847
NSB,32.875274,-117.242808,M,19,28
CSB,32.880547,-117.239444,W,13,164
SME,32.87989,-117.233139,F,15,36
MCC,32.88156,-117.24028,W,11,40
LEDDN,32.878867,-117.241695,Th,17,121
EBU3B,32.881835,-117.233523,M,17,4
OTRSN,32.88662,-117.241109,M,19,72
TM102,32.881485,-117.23968,Th,08,31
CSB,32.880547,-117.239444,F,15,152
OTRSN,32.88662,-117.241109,F,18,0
MYR-A,32.875268,-117.240194,Th,16,0
NSB,32.875274,-117.242808,F,14,40
HSS,32.878391,-117.241665,Th,15,350
VAF,32.87918,-117.234138,M,13,13
NSB,32.875274,-117.242808,M,09,0
CENTR,32.877773,-117.237262,M,18,992
SPIES,32.869081,-117.251015,Tu,12,11
APM,32.879039,-117.241028,Tu,15,211
NSB,32.875274,-117.242808,W,16,0
ECON,32.875323,-117.2355,W,14,40
PCYNH,32.878422,-117.233767,W,19,538
MCC,32.88156,-117.24028,F,12,11
IGPP,32.868349,-117.252952,W,09,5
OTRSN,32.88662,-117.241109,Tu,12,227
WFH,32.886956,-117.241839,F,11,0
EBU3B,32.881835,-117.233523,Th,10,29
TM102,32.881485,-117.23968,Th,13,17
ECON,32.875323,-117.2355,Tu,13,3
GH,32.873717,-117.240975,Th,12,470
BIO,32.876028,-117.242219,Tu,16,26
EBU3B,32.881835,-117.233523,F,13,20
SOLIS,32.880931,-117.239798,F,19,78
YORK,32.874554,-117.240005,Tu,19,52
SEQUO,32.882173,-117.240561,Tu,14,0
PETER,32.880013,-117.240351,F,12,288
SEQUO,32.882173,-117.240561,W,20,24
LFFB,32.876682,-117.236868,Tu,15,14
OTRSN,32.88662,-117.241109,Th,14,155
LEDDN,32.878867,-117.241695,Tu,13,199
SOLIS,32.880931,-117.239798,M,08,218
YORK,32.874554,-117.240005,Tu,09,545
MAYER,32.875322,-117.24019,W,13,0
MET,32.875344,-117.234821,Th,12,0
MYR-A,32.875268,-117.240194,M,13,12
NSB,32.875274,-117.242808,Tu,10,0
RBC,32.884341,-117.240977,F,10,42
YORK,32.874554,-117.240005,Th,10,586
MYR-A,32.875268,-117.240194,Tu,14,24
YORK,32.874554,-117.240005,Th,09,585
MANDE,32.877866,-117.239432,M,10,270
HSS,32.878391,-117.241665,W,21,177
CENTR,32.877773,-117.237262,Th,09,1496
APM,32.879039,-117.241028,Th,12,180
MCGIL,32.879049,-117.242043,Th,09,75
UREY,32.875569,-117.241055,Tu,13,11
BONN,32.875415,-117.240332,Tu,12,0
SME,32.87989,-117.233139,Tu,14,47
MCC,32.88156,-117.24028,Th,16,51
EBU3B,32.881835,-117.233523,Tu,17,13
MNDLR,32.879312,-117.242139,Tu,12,17
SEQUO,32.882173,-117.240561,M,13,10
CPMC,32.877962,-117.234429,W,13,118
CENTR,32.877773,-117.237262,Tu,07,150
CSB,32.880547,-117.239444,Tu,13,137
CMME,32.875561,-117.235448,Tu,09,0
PETER,32.880013,-117.240351,Tu,16,745
MYR-A,32.875268,-117.240194,W,12,40
MCGIL,32.879049,-117.242043,Th,16,16
SEQUO,32.882173,-117.240561,Th,17,45
WLH,32.880558,-117.234319,W,10,806
CPMC,32.877962,-117.234429,Tu,12,331
YORK,32.874554,-117.240005,M,16,97
WFH,32.886956,-117.241839,M,14,120
PCYNH,32.878422,-117.233767,Tu,16,429
