building_tag,longitude,latitude,day,hour,students_number
CSB,32.880547,-117.239444,Th,14,227
CENTR,32.877773,-117.237262,Th,08,109
MYR-A,32.875268,-117.240194,Tu,16,29
APM,32.879039,-117.241028,Th,13,214
LEDDN,32.878867,-117.241695,Tu,14,79
CSB,32.880547,-117.239444,W,09,0
SOLIS,32.880931,-117.239798,W,14,38
SME,32.87989,-117.233139,Tu,15,0
EBU3B,32.881835,-117.233523,Tu,10,0
GH,32.873717,-117.240975,Th,09,105
PCYNH,32.878422,-117.233767,Th,15,89
YORK,32.874554,-117.240005,Th,19,120
WLH,32.880558,-117.234319,Th,13,274
SEQUO,32.882173,-117.240561,M,12,28
CENTR,32.877773,-117.237262,W,17,16
WLH,32.880558,-117.234319,Tu,16,210
WFH,32.886956,-117.241839,W,13,44
PETER,32.880013,-117.240351,Tu,15,66
MANDE,32.877866,-117.239432,Th,09,37
SEQUO,32.882173,-117.240561,Th,16,23
EBU3B,32.881835,-117.233523,M,17,0
OTRSN,32.88662,-117.241109,M,19,56
WLH,32.880558,-117.234319,W,17,139
APM,32.879039,-117.241028,W,11,84
YORK,32.874554,-117.240005,M,17,74
WFH,32.886956,-117.241839,M,13,44
PCYNH,32.878422,-117.233767,Tu,15,89
HSS,32.878391,-117.241665,F,11,23
PETER,32.880013,-117.240351,W,10,112
BONN,32.875415,-117.240332,Th,12,0
HSS,32.878391,-117.241665,M,14,121
MANDE,32.877866,-117.239432,Th,17,43
PCYNH,32.878422,-117.233767,F,15,30
MYR-A,32.875268,-117.240194,Th,16,29
WFH,32.886956,-117.241839,M,17,86
SSB,32.883965,-117.240439,Tu,19,22
SOLIS,32.880931,-117.239798,F,09,0
LEDDN,32.878867,-117.241695,W,15,79
HSS,32.878391,-117.241665,Th,15,174
GH,32.873717,-117.240975,F,12,45
LEDDN,32.878867,-117.241695,M,09,80
CENTR,32.877773,-117.237262,M,18,42
APM,32.879039,-117.241028,M,14,145
MANDE,32.877866,-117.239432,W,16,114
APM,32.879039,-117.241028,Tu,15,107
CENTR,32.877773,-117.237262,Tu,12,428
PCYNH,32.878422,-117.233767,W,19,19
CSB,32.880547,-117.239444,W,13,113
VAUGN,32.865324,-117.252961,Th,11,35
GH,32.873717,-117.240975,Tu,12,86
PETER,32.880013,-117.240351,M,16,16
OTRSN,32.88662,-117.241109,Tu,12,108
APM,32.879039,-117.241028,Th,09,118
HSS,32.878391,-117.241665,Tu,16,174
PCYNH,32.878422,-117.233767,W,10,92
EBU3B,32.881835,-117.233523,Th,10,0
OTRSN,32.88662,-117.241109,M,09,79
APM,32.879039,-117.241028,F,16,20
MAYER,32.875322,-117.24019,Tu,15,19
GH,32.873717,-117.240975,Th,12,86
SSB,32.883965,-117.240439,Th,20,22
SSB,32.883965,-117.240439,Tu,11,15
EBU3B,32.881835,-117.233523,F,13,0
HSS,32.878391,-117.241665,W,12,27
YORK,32.874554,-117.240005,Tu,19,120
PETER,32.880013,-117.240351,Th,15,66
CENTR,32.877773,-117.237262,M,10,282
SEQUO,32.882173,-117.240561,Tu,14,23
WLH,32.880558,-117.234319,M,10,144
YORK,32.874554,-117.240005,M,08,89
CSB,32.880547,-117.239444,M,17,189
YORK,32.874554,-117.240005,W,12,23
MANDE,32.877866,-117.239432,Th,16,64
SSB,32.883965,-117.240439,Th,12,15
SOLIS,32.880931,-117.239798,M,11,15
APM,32.879039,-117.241028,W,12,83
CSB,32.880547,-117.239444,Th,13,125
MANDE,32.877866,-117.239432,Tu,12,191
SOLIS,32.880931,-117.239798,W,13,40
HSS,32.878391,-117.241665,W,13,42
YORK,32.874554,-117.240005,Tu,11,132
YORK,32.874554,-117.240005,F,17,0
MCGIL,32.879049,-117.242043,Th,11,30
WLH,32.880558,-117.234319,M,18,176
YORK,32.874554,-117.240005,Th,10,70
WLH,32.880558,-117.234319,Th,14,234
CENTR,32.877773,-117.237262,Th,11,420
YORK,32.874554,-117.240005,Th,09,89
MANDE,32.877866,-117.239432,M,10,81
CENTR,32.877773,-117.237262,Th,09,318
PCYNH,32.878422,-117.233767,M,20,19
MCGIL,32.879049,-117.242043,Tu,15,13
APM,32.879039,-117.241028,Th,12,93
WLH,32.880558,-117.234319,M,15,149
MAYER,32.875322,-117.24019,Th,15,19
WFH,32.886956,-117.241839,Th,12,64
PCYNH,32.878422,-117.233767,W,11,30
WLH,32.880558,-117.234319,W,18,176
WLH,32.880558,-117.234319,Th,19,38
SME,32.87989,-117.233139,Tu,14,0
PCYNH,32.878422,-117.233767,Th,14,89
OTRSN,32.88662,-117.241109,Th,18,21
BONN,32.875415,-117.240332,W,11,0
YORK,32.874554,-117.240005,Th,18,148
SEQUO,32.882173,-117.240561,M,13,28
CENTR,32.877773,-117.237262,Th,19,114
MYR-A,32.875268,-117.240194,Tu,11,27
SME,32.87989,-117.233139,M,10,0
WLH,32.880558,-117.234319,Tu,15,232
MANDE,32.877866,-117.239432,Th,13,79
PETER,32.880013,-117.240351,Tu,16,66
LEDDN,32.878867,-117.241695,Th,10,80
SOLIS,32.880931,-117.239798,M,14,38
EBU3B,32.881835,-117.233523,M,14,0
OTRSN,32.88662,-117.241109,M,18,56
WLH,32.880558,-117.234319,W,10,162
YORK,32.874554,-117.240005,M,16,61
PCYNH,32.878422,-117.233767,Tu,16,89
BONN,32.875415,-117.240332,Tu,14,0
HSS,32.878391,-117.241665,W,09,54
MYR-A,32.875268,-117.240194,Th,15,29
CSB,32.880547,-117.239444,Th,16,181
HSS,32.878391,-117.241665,Th,14,198
GH,32.873717,-117.240975,F,13,63
LEDDN,32.878867,-117.241695,Tu,10,80
CENTR,32.877773,-117.237262,M,17,16
APM,32.879039,-117.241028,M,17,49
OTRSN,32.88662,-117.241109,M,10,79
MANDE,32.877866,-117.239432,W,17,85
APM,32.879039,-117.241028,Tu,16,27
PETER,32.880013,-117.240351,W,15,122
CENTR,32.877773,-117.237262,Tu,13,310
PCYNH,32.878422,-117.233767,W,18,19
CSB,32.880547,-117.239444,W,12,146
GH,32.873717,-117.240975,Tu,13,86
GH,32.873717,-117.240975,Tu,09,105
PETER,32.880013,-117.240351,M,11,568
OTRSN,32.88662,-117.241109,Tu,13,108
APM,32.879039,-117.241028,W,19,15
HSS,32.878391,-117.241665,Tu,17,21
EBU3B,32.881835,-117.233523,Th,11,12
APM,32.879039,-117.241028,F,17,26
MAYER,32.875322,-117.24019,Tu,16,21
GH,32.873717,-117.240975,Th,11,121
OTRSN,32.88662,-117.241109,W,10,79
SSB,32.883965,-117.240439,Tu,12,15
SOLIS,32.880931,-117.239798,W,12,19
PETER,32.880013,-117.240351,Th,14,66
SEQUO,32.882173,-117.240561,Tu,13,63
WLH,32.880558,-117.234319,M,11,167
YORK,32.874554,-117.240005,M,09,89
CSB,32.880547,-117.239444,M,16,70
YORK,32.874554,-117.240005,W,15,61
CSB,32.880547,-117.239444,Tu,17,139
SSB,32.883965,-117.240439,Th,11,15
SOLIS,32.880931,-117.239798,M,10,0
BONN,32.875415,-117.240332,F,14,0
CSB,32.880547,-117.239444,Th,12,135
CENTR,32.877773,-117.237262,F,14,0
OTRSN,32.88662,-117.241109,Th,13,108
CENTR,32.877773,-117.237262,Th,10,293
LEDDN,32.878867,-117.241695,Tu,12,124
GH,32.873717,-117.240975,W,13,86
SOLIS,32.880931,-117.239798,M,09,0
GH,32.873717,-117.240975,Th,19,63
YORK,32.874554,-117.240005,Tu,08,89
OTRSN,32.88662,-117.241109,W,18,56
GH,32.873717,-117.240975,M,17,64
YORK,32.874554,-117.240005,Tu,16,64
YORK,32.874554,-117.240005,F,14,0
PCYNH,32.878422,-117.233767,Th,13,64
PCYNH,32.878422,-117.233767,W,15,60
MCGIL,32.879049,-117.242043,Th,10,30
WLH,32.880558,-117.234319,M,19,60
YORK,32.874554,-117.240005,Th,13,91
WLH,32.880558,-117.234319,Th,15,237
MYR-A,32.875268,-117.240194,Tu,15,29
MANDE,32.877866,-117.239432,M,11,230
SSB,32.883965,-117.240439,Th,19,22
PETER,32.880013,-117.240351,W,08,82
APM,32.879039,-117.241028,F,12,32
WFH,32.886956,-117.241839,W,12,44
MCGIL,32.879049,-117.242043,Tu,12,30
APM,32.879039,-117.241028,Th,11,117
SME,32.87989,-117.233139,M,16,0
MAYER,32.875322,-117.24019,Th,14,39
SEQUO,32.882173,-117.240561,Th,10,37
PCYNH,32.878422,-117.233767,W,20,19
WLH,32.880558,-117.234319,W,19,60
CENTR,32.877773,-117.237262,F,09,174
WLH,32.880558,-117.234319,Th,09,119
EBU3B,32.881835,-117.233523,Tu,16,17
CENTR,32.877773,-117.237262,M,08,155
SEQUO,32.882173,-117.240561,F,09,0
PCYNH,32.878422,-117.233767,M,11,30
YORK,32.874554,-117.240005,W,08,89
SEQUO,32.882173,-117.240561,M,10,0
CENTR,32.877773,-117.237262,Th,18,114
CENTR,32.877773,-117.237262,W,11,632
HSS,32.878391,-117.241665,M,15,121
WLH,32.880558,-117.234319,Tu,14,234
PETER,32.880013,-117.240351,F,09,30
HSS,32.878391,-117.241665,F,09,52
LEDDN,32.878867,-117.241695,Th,11,124
PETER,32.880013,-117.240351,F,12,90
EBU3B,32.881835,-117.233523,M,15,0
WLH,32.880558,-117.234319,W,11,167
CSB,32.880547,-117.239444,M,19,151
YORK,32.874554,-117.240005,M,15,61
PCYNH,32.878422,-117.233767,Tu,17,76
PCYNH,32.878422,-117.233767,M,19,19
LEDDN,32.878867,-117.241695,W,14,79
CSB,32.880547,-117.239444,Tu,16,181
BONN,32.875415,-117.240332,Th,14,0
CENTR,32.877773,-117.237262,W,19,42
SME,32.87989,-117.233139,W,16,0
MYR-A,32.875268,-117.240194,Th,14,29
OTRSN,32.88662,-117.241109,W,17,56
HSS,32.878391,-117.241665,Th,17,21
GH,32.873717,-117.240975,Tu,19,63
GH,32.873717,-117.240975,F,14,63
CENTR,32.877773,-117.237262,M,16,266
APM,32.879039,-117.241028,M,16,55
MANDE,32.877866,-117.239432,W,10,81
CSB,32.880547,-117.239444,M,11,146
CENTR,32.877773,-117.237262,Tu,10,334
CSB,32.880547,-117.239444,Tu,18,139
BONN,32.875415,-117.240332,W,13,0
LEDDN,32.878867,-117.241695,M,14,79
PETER,32.880013,-117.240351,M,10,112
EBU2,32.881243,-117.233615,Th,10,0
APM,32.879039,-117.241028,W,18,25
HSS,32.878391,-117.241665,Tu,14,198
EBU3B,32.881835,-117.233523,Th,12,12
MANDE,32.877866,-117.239432,Tu,13,79
EBU3B,32.881835,-117.233523,M,09,0
MAYER,32.875322,-117.24019,Tu,17,21
WLH,32.880558,-117.234319,F,11,15
GH,32.873717,-117.240975,Th,10,105
HSS,32.878391,-117.241665,W,15,121
SSB,32.883965,-117.240439,Tu,13,15
EBU3B,32.881835,-117.233523,F,11,0
WLH,32.880558,-117.234319,Th,20,25
PETER,32.880013,-117.240351,Th,13,256
SEQUO,32.882173,-117.240561,Tu,12,63
HSS,32.878391,-117.241665,M,13,106
CENTR,32.877773,-117.237262,Tu,18,114
YORK,32.874554,-117.240005,W,14,61
CSB,32.880547,-117.239444,Tu,10,69
CENTR,32.877773,-117.237262,M,20,42
APM,32.879039,-117.241028,W,10,37
CSB,32.880547,-117.239444,Th,11,105
OTRSN,32.88662,-117.241109,Th,12,108
LEDDN,32.878867,-117.241695,Tu,11,124
HSS,32.878391,-117.241665,M,11,27
GH,32.873717,-117.240975,Th,18,63
SOLIS,32.880931,-117.239798,W,11,15
MANDE,32.877866,-117.239432,Tu,14,12
YORK,32.874554,-117.240005,Tu,17,74
YORK,32.874554,-117.240005,F,15,0
PCYNH,32.878422,-117.233767,Th,12,133
PCYNH,32.878422,-117.233767,Th,08,69
MCGIL,32.879049,-117.242043,Th,13,30
YORK,32.874554,-117.240005,Th,12,77
WLH,32.880558,-117.234319,Th,16,215
CENTR,32.877773,-117.237262,Th,13,310
YORK,32.874554,-117.240005,Tu,09,89
MANDE,32.877866,-117.239432,M,16,64
SSB,32.883965,-117.240439,Th,18,22
WLH,32.880558,-117.234319,Tu,13,228
PETER,32.880013,-117.240351,W,09,112
CSB,32.880547,-117.239444,Th,19,139
CSB,32.880547,-117.239444,Tu,12,135
MCGIL,32.879049,-117.242043,Tu,13,30
APM,32.879039,-117.241028,Th,10,79
OTRSN,32.88662,-117.241109,Tu,09,53
SOLIS,32.880931,-117.239798,Th,09,0
PETER,32.880013,-117.240351,Tu,10,0
MAYER,32.875322,-117.24019,Th,13,38
SEQUO,32.882173,-117.240561,Th,11,63
YORK,32.874554,-117.240005,F,13,70
SME,32.87989,-117.233139,Tu,16,0
CENTR,32.877773,-117.237262,F,08,79
WLH,32.880558,-117.234319,Th,08,30
EBU3B,32.881835,-117.233523,Tu,15,17
CENTR,32.877773,-117.237262,M,09,353
PCYNH,32.878422,-117.233767,M,10,92
BONN,32.875415,-117.240332,Tu,12,0
YORK,32.874554,-117.240005,W,09,89
EBU2,32.881243,-117.233615,Tu,09,0
CSB,32.880547,-117.239444,F,10,69
SEQUO,32.882173,-117.240561,M,11,28
CENTR,32.877773,-117.237262,W,10,350
HSS,32.878391,-117.241665,M,08,13
SME,32.87989,-117.233139,Th,14,0
PCYNH,32.878422,-117.233767,F,10,46
PCYNH,32.878422,-117.233767,W,08,69
YORK,32.874554,-117.240005,Th,20,46
APM,32.879039,-117.241028,W,16,75
CSB,32.880547,-117.239444,Th,17,139
OTRSN,32.88662,-117.241109,Th,08,53
MYR-A,32.875268,-117.240194,Tu,10,27
LEDDN,32.878867,-117.241695,Th,12,124
APM,32.879039,-117.241028,M,19,15
APM,32.879039,-117.241028,M,11,54
WLH,32.880558,-117.234319,W,12,227
PETER,32.880013,-117.240351,W,16,16
CSB,32.880547,-117.239444,M,18,151
YORK,32.874554,-117.240005,M,14,61
PCYNH,32.878422,-117.233767,Tu,10,110
OTRSN,32.88662,-117.241109,W,09,79
PCYNH,32.878422,-117.233767,M,18,19
HSS,32.878391,-117.241665,F,14,63
CSB,32.880547,-117.239444,Tu,13,125
EBU2,32.881243,-117.233615,W,09,0
CENTR,32.877773,-117.237262,W,18,42
APM,32.879039,-117.241028,F,11,30
MAYER,32.875322,-117.24019,Tu,10,42
SOLIS,32.880931,-117.239798,Tu,10,0
MAYER,32.875322,-117.24019,Tu,09,22
LEDDN,32.878867,-117.241695,W,10,80
HSS,32.878391,-117.241665,Th,16,174
GH,32.873717,-117.240975,M,19,82
SME,32.87989,-117.233139,W,09,0
GH,32.873717,-117.240975,Tu,18,63
CENTR,32.877773,-117.237262,M,15,287
MCGIL,32.879049,-117.242043,W,15,9
MANDE,32.877866,-117.239432,W,11,230
APM,32.879039,-117.241028,Tu,10,64
SME,32.87989,-117.233139,W,08,0
CSB,32.880547,-117.239444,M,10,33
CENTR,32.877773,-117.237262,Tu,11,459
APM,32.879039,-117.241028,Tu,09,118
CSB,32.880547,-117.239444,Tu,19,139
PCYNH,32.878422,-117.233767,Tu,18,76
BONN,32.875415,-117.240332,W,12,0
CSB,32.880547,-117.239444,W,10,33
PETER,32.880013,-117.240351,M,13,568
HSS,32.878391,-117.241665,Tu,15,174
CENTR,32.877773,-117.237262,F,12,50
EBU3B,32.881835,-117.233523,Th,13,12
MYR-A,32.875268,-117.240194,Tu,14,29
WLH,32.880558,-117.234319,F,10,29
WFH,32.886956,-117.241839,Tu,11,64
HSS,32.878391,-117.241665,W,14,136
EBU3B,32.881835,-117.233523,F,10,0
CSB,32.880547,-117.239444,F,09,69
GH,32.873717,-117.240975,M,11,16
PETER,32.880013,-117.240351,Th,12,212
VAUGN,32.865324,-117.252961,Tu,11,35
PCYNH,32.878422,-117.233767,Th,19,76
SSB,32.883965,-117.240439,Tu,20,22
SEQUO,32.882173,-117.240561,Tu,11,63
